,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
1788,"1/60 OAKES AVENUE, CLAYTON SOUTH",-37.93713,145.136159,3.0,2.0,2,$290_p.w.,Townhouse,December 2010,3169,2010,12,SOUTH,290,House
1819,"13 BROWNS ROAD, CLAYTON",-37.920978,145.127558,3.0,1.0,2,$420,House,June 2010,3168,2010,6,CLAYTON,420,House
1858,"5/42 EVELYN STREET, CLAYTON",-37.921181,145.131503,3.0,2.0,2,$350_p.w.,Townhouse,December 2010,3168,2010,12,CLAYTON,350,House
1859,"5/42 EVELYN STREET, CLAYTON",-37.921181,145.131503,3.0,2.0,2,$360,Townhouse,November 2010,3168,2010,11,CLAYTON,360,House
1865,"4/10 PANORAMA STREET, CLAYTON",-37.918065,145.130143,3.0,1.0,1,$380,Townhouse,December 2010,3168,2010,12,CLAYTON,380,House
1943,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2.0,1.0,1,$365,Unit,September 2010,3168,2010,9,CLAYTON,365,Apartment
1944,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2.0,1.0,1,$390,Unit,March 2010,3168,2010,3,CLAYTON,390,Apartment
1955,"1/34 WELLINGTON ROAD, CLAYTON",-37.915779,145.133915,1.0,1.0,1,$240,Unit,June 2010,3168,2010,6,CLAYTON,240,Apartment
1956,"1/34 WELLINGTON ROAD, CLAYTON",-37.915779,145.133915,1.0,1.0,1,$240,Unit,May 2010,3168,2010,5,CLAYTON,240,Apartment
1957,"1/34 WELLINGTON ROAD, CLAYTON",-37.915779,145.133915,1.0,1.0,1,$240,Unit,March 2010,3168,2010,3,CLAYTON,240,Apartment
2086,"33 ALICE STREET, CLAYTON",-37.917622,145.115287,4.0,2.0,1,$390_Weekly,House,December 2010,3168,2010,12,CLAYTON,390,House
2123,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$350,Unit,December 2010,3168,2010,12,CLAYTON,350,Apartment
2124,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$370,Unit,May 2010,3168,2010,5,CLAYTON,370,Apartment
2171,"71 CLAYTON ROAD, CLAYTON",-37.9139021,145.1218545,4.0,2.0,2,$310,House,December 2010,3168,2010,12,CLAYTON,310,House
2185,"1/31 GLENBROOK AVENUE, CLAYTON",-37.909275,145.123752,3.0,1.0,2,$300,House,October 2010,3168,2010,10,CLAYTON,300,House
2186,"1/31 GLENBROOK AVENUE, CLAYTON",-37.909275,145.123752,3.0,1.0,2,$330_per_week,House,September 2010,3168,2010,9,CLAYTON,330,House
2187,"1/31 GLENBROOK AVENUE, CLAYTON",-37.909275,145.123752,3.0,1.0,2,$330,House,August 2010,3168,2010,8,CLAYTON,330,House
2188,"1/31 GLENBROOK AVENUE, CLAYTON",-37.909275,145.123752,3.0,1.0,2,$360_per_week,House,May 2010,3168,2010,5,CLAYTON,360,House
2313,"10 SHADY MEWS, CLAYTON",-37.922472,145.127818,3.0,1.0,1,$400,Townhouse,June 2010,3168,2010,6,CLAYTON,400,House
2314,"10 SHADY MEWS, CLAYTON",-37.922472,145.127818,3.0,1.0,1,$390,Townhouse,June 2010,3168,2010,6,CLAYTON,390,House
2429,"5/645 BLACKBURN ROAD, CLAYTON",-37.917981,145.139598,1.0,1.0,1,$220_p.w.,Unit,July 2010,3168,2010,7,CLAYTON,220,Apartment
2548,"1/13 EVELYN STREET, CLAYTON",-37.918973,145.130798,6.0,2.0,1,$700,House,May 2010,3168,2010,5,CLAYTON,700,House
2657,"1953 DANDENONG ROAD, CLAYTON",-37.91327,145.126079,5.0,4.0,3,$350,Townhouse,January 2010,3168,2010,1,CLAYTON,350,House
2681,"1/67 MADELEINE ROAD, CLAYTON",-37.919718,145.118887,2.0,1.0,1,$310_pw,none,August 2010,3168,2010,8,CLAYTON,310,Other
2800,"4/22 WRIGHT STREET, CLAYTON",-37.922062,145.124729,2.0,1.0,1,$280,House,November 2010,3168,2010,11,CLAYTON,280,House
2805,"3/21 FRANCIS STREET, CLAYTON",-37.924041,145.121709,2.0,1.0,1,$310,none,August 2010,3168,2010,8,CLAYTON,310,Other
2812,"23 BRUSHBOX COURT, CLAYTON",-37.92356953,145.12906235,3.0,1.0,1,$420,Townhouse,December 2010,3168,2010,12,CLAYTON,420,House
2886,"13/9-11 BROWNS ROAD, CLAYTON",-37.918418,145.127927,2.0,1.0,1,$250,House,April 2010,3168,2010,4,CLAYTON,250,House
2906,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2.0,1.0,2,$350_per_week,Rental_residential,December 2010,3168,2010,12,CLAYTON,350,Other
2907,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2.0,1.0,2,$370,Rental_residential,December 2010,3168,2010,12,CLAYTON,370,Other
2983,"6/1-3 ARNOTT STREET, CLAYTON",-37.916516,145.134721,3.0,1.0,1,$410_pw,none,January 2010,3168,2010,1,CLAYTON,410,Other
3011,"1/31 GLENBROOK AVE, CLAYTON",-37.909189,145.123384,3.0,1.0,2,$300,House,October 2010,3168,2010,10,CLAYTON,300,House
3056,"2B HOURIGAN AVENUE, CLAYTON",-37.917265,145.121913,3.0,2.0,2,$400,Townhouse,January 2010,3168,2010,1,CLAYTON,400,House
3146,"23 MCBEAN STREET, CLAYTON",-37.923718,145.111716,2.0,1.0,2,$350_per_week,Townhouse,December 2010,3168,2010,12,CLAYTON,350,House
3208,"3/1450 NORTH ROAD, CLAYTON",-37.914333,145.120368,2.0,1.0,1,$280_pw,Rental_residential,July 2010,3168,2010,7,CLAYTON,280,Other
3209,"3/1450 NORTH ROAD, CLAYTON",-37.914333,145.120368,2.0,1.0,1,$290_pw,Rental_residential,June 2010,3168,2010,6,CLAYTON,290,Other
3688,"2 BRUSHBOX COURT, CLAYTON",-37.925488,145.119662,3.0,1.0,2,$430,Townhouse,July 2010,3168,2010,7,CLAYTON,430,House
3703,"9/56-58 KANOOKA GROVE, CLAYTON",-37.921688,145.126396,3.0,1.0,1,$400_p.w.,House,December 2010,3168,2010,12,CLAYTON,400,House
3916,"10 VICTOR ROAD, CLEMATIS",-37.929733,145.419864,5.0,2.0,0,$400_per_week,none,September 2010,3782,2010,9,CLEMATIS,400,Other
3946,"6 VICTOR ROAD, CLEMATIS",-37.929987,145.420214,2.0,1.0,1,$300_per_week,none,October 2010,3782,2010,10,CLEMATIS,300,Other
3971,"10 VICTOR RD, CLEMATIS",-37.929733,145.419864,5.0,2.0,0,$400_per_week,House,August 2010,3782,2010,8,CLEMATIS,400,House
4013,"29 FENWICK STREET, CLIFTON HILL",-37.789226,144.999862,2.0,1.0,0,$440_pw,none,January 2010,3068,2010,1,HILL,440,Other
4049,"70 NOONE STREET, CLIFTON HILL",-37.793407,144.992413,2.0,1.0,0,$365_pw,Rental_residential,April 2010,3068,2010,4,HILL,365,Other
4185,"2/57 CAROLINE STREET, CLIFTON HILL",-37.790209,145.00096,1.0,1.0,1,$210_pw,Rental_residential,January 2010,3068,2010,1,HILL,210,Other
4197,"18/14 THE ESPLANADE, CLIFTON HILL",-37.788057,145.005844,1.0,1.0,1,$260_p.w.,Rental_residential,August 2010,3068,2010,8,HILL,260,Other
4210,"205 SPENSLEY STREET, CLIFTON HILL",-37.786573,145.004419,2.0,1.0,1,$495_pw,House,April 2010,3068,2010,4,HILL,495,House
4214,"19 GROOM STREET, CLIFTON HILL",-37.794371,144.998236,2.0,1.0,0,$450_pw,none,January 2010,3068,2010,1,HILL,450,Other
4289,"11 DALLY STREET, CLIFTON HILL",-37.792519,144.999611,2.0,1.0,0,$470_pw,none,November 2010,3068,2010,11,HILL,470,Other
4316,"53 DWYER STREET, CLIFTON HILL",-37.785982,145.001994,2.0,1.0,0,$500_pw,none,March 2010,3068,2010,3,HILL,500,Other
4416,"1 YAMBLA STREET, CLIFTON HILL",-37.792736,145.000619,2.0,1.0,1,$475_pw,none,September 2010,3068,2010,9,HILL,475,Other
4417,"1 YAMBLA STREET, CLIFTON HILL",-37.792736,145.000619,2.0,1.0,1,$475_pw,none,August 2010,3068,2010,8,HILL,475,Other
4429,"40 O GRADY STREET, CLIFTON HILL",-37.786837,144.998903,3.0,1.0,2,$700_pw,Rental_residential,October 2010,3068,2010,10,HILL,700,Other
4457,"16 COUNCIL STREET, CLIFTON HILL",-37.792331,144.986235,2.0,2.0,0,$570_pw,none,September 2010,3068,2010,9,HILL,570,Other
4476,"16/16 THE ESPLANADE, CLIFTON HILL",-37.7879444,145.0061292,1.0,1.0,1,$275_pw,none,June 2010,3068,2010,6,HILL,275,Other
4504,"32 YAMBLA STREET, CLIFTON HILL",-37.791828,145.001142,3.0,2.0,1,$700_pw,House,August 2010,3068,2010,8,HILL,700,House
4505,"32 YAMBLA STREET, CLIFTON HILL",-37.791828,145.001142,3.0,2.0,1,$700_pw,House,July 2010,3068,2010,7,HILL,700,House
4601,"30 WRIGHT STREET, CLIFTON HILL",-37.78906,145.00174,2.0,1.0,1,$500_pw,Rental_residential,January 2010,3068,2010,1,HILL,500,Other
4724,"5/56 JOHN STREET, CLIFTON HILL",-37.78723145,144.99583435,1.0,1.0,1,$345_per_week,none,October 2010,3068,2010,10,HILL,345,Other
4814,"1/211 GOLD STREET, CLIFTON HILL",-37.791306,144.990222,2.0,1.0,1,$395_per_week,none,August 2010,3068,2010,8,HILL,395,Other
4951,"10 LACORRA COURT, CLIFTON SPRINGS",-38.151941,144.576798,4.0,2.0,1,$295_pw,Rental_residential,December 2010,3222,2010,12,SPRINGS,295,Other
5056,"10 ALBERT STREET, CLUNES",-37.287198,143.78807,3.0,2.0,1,$180_Weekly,House,February 2010,3370,2010,2,CLUNES,180,House
5120,"6 CAMERON STREET, CLUNES",-37.292247,143.791814,2.0,1.0,2,$160,none,September 2010,3370,2010,9,CLUNES,160,Other
5571,"107 COBAINS ESTATE ROAD, COBAINS",-38.0840691,147.1410804,3.0,2.0,0,$220_Weekly,House,November 2010,3851,2010,11,COBAINS,220,House
5572,"263 BENGWORDEN ROAD, COBAINS",-38.071445,147.103421,3.0,1.0,3,$250_pw,House,October 2010,3851,2010,10,COBAINS,250,House
5598,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2.0,1.0,1,$185_per_week,House,November 2010,3266,2010,11,COBDEN,185,House
5612,"74 WALKER STREET, COBDEN",-38.32536,143.080733,2.0,1.0,1,$170_per_week,House,October 2010,3266,2010,10,COBDEN,170,House
5642,"22 PARROTT STREET, COBDEN",-38.32951,143.076719,4.0,1.0,3,$220_per_week,House,January 2010,3266,2010,1,COBDEN,220,House
5691,"1 MITCHELL STREET, COBDEN",-38.3321,143.073485,4.0,1.0,2,$235_per_week,House,October 2010,3266,2010,10,COBDEN,235,House
5704,"1/84 PARROTT STREET, COBDEN",-38.328608,143.068643,3.0,1.0,1,$185_per_week,House,October 2010,3266,2010,10,COBDEN,185,House
5871,"28 VICTORIA COURT, COBUNGRA",-37.091318,147.444334,4.0,2.0,0,$350_per_week,House,March 2010,3898,2010,3,COBUNGRA,350,House
5917,"34 CLAREMONT STREET, COBURG NORTH",-37.732144,144.978717,3.0,1.0,2,$340_per_week,House,June 2010,3058,2010,6,NORTH,340,House
5918,"34 CLAREMONT STREET, COBURG NORTH",-37.732144,144.978717,3.0,1.0,2,$340_per_week,House,May 2010,3058,2010,5,NORTH,340,House
5986,"1/16 TONKIN AVENUE, COBURG NORTH",-37.720549,144.953335,2.0,1.0,1,$270_p.w.,House,August 2010,3058,2010,8,NORTH,270,House
6140,"9 RONALD STREET, COBURG NORTH",-37.730771,144.980626,3.0,1.0,0,$310_p.w.,Rental_residential,March 2010,3058,2010,3,NORTH,310,Other
6187,"10/23 BAXTER STREET, COBURG",-37.746319,144.963475,1.0,1.0,1,$240_pw,none,July 2010,3058,2010,7,COBURG,240,Other
6188,"10/23 BAXTER STREET, COBURG",-37.746319,144.963475,1.0,1.0,1,$220_pw,none,January 2010,3058,2010,1,COBURG,220,Other
6220,"2/64 VICTORIA STREET, COBURG",-37.742205,144.958461,2.0,1.0,1,$300_per_week,none,November 2010,3058,2010,11,COBURG,300,Other
6221,"2/64 VICTORIA STREET, COBURG",-37.742205,144.958461,2.0,1.0,1,$300_per_week,none,October 2010,3058,2010,10,COBURG,300,Other
6222,"2/64 VICTORIA STREET, COBURG",-37.742205,144.958461,2.0,1.0,1,$330_pw,none,January 2010,3058,2010,1,COBURG,330,Other
6226,"18/23 BAXTER STREET, COBURG",-37.746319,144.963475,2.0,1.0,1,$320_pw,none,June 2010,3058,2010,6,COBURG,320,Other
6227,"18/23 BAXTER STREET, COBURG",-37.746319,144.963475,2.0,1.0,1,$320_pw,none,May 2010,3058,2010,5,COBURG,320,Other
6288,"11/51 STOCKADE AVENUE, COBURG",-37.7383322,144.9702595,5.0,4.0,1,$450_pw,none,July 2010,3058,2010,7,COBURG,450,Other
6300,"19 SAUNDERS STREET, COBURG",-37.752043,144.950572,3.0,1.0,1,$420_pw,House,February 2010,3058,2010,2,COBURG,420,House
6383,"2/48 THE GROVE, COBURG",-37.752217,144.971599,2.0,1.0,1,$290_p.w.,Villa,September 2010,3058,2010,9,COBURG,290,House
6414,"177 URQUHART STREET, COBURG",-37.741016,144.975769,3.0,2.0,1,$450_pw,House,January 2010,3058,2010,1,COBURG,450,House
6464,"6/1 THE GROVE, COBURG",-37.750961,144.965767,2.0,1.0,1,$320_p.w.,Townhouse,November 2010,3058,2010,11,COBURG,320,House
6465,"6/1 THE GROVE, COBURG",-37.750961,144.965767,2.0,1.0,1,$330,Townhouse,November 2010,3058,2010,11,COBURG,330,House
6536,"49 SOUDAN STREET, COBURG",-37.739114,144.951791,3.0,1.0,1,$425_pw,none,March 2010,3058,2010,3,COBURG,425,Other
6625,"14A HARDWICK STREET, COBURG",-37.749445,144.968678,2.0,1.0,0,$395_pw,House,October 2010,3058,2010,10,COBURG,395,House
6668,"80 SHAFTSBURY STREET, COBURG",-37.748313,144.955317,4.0,2.0,4,$520_pw,none,August 2010,3058,2010,8,COBURG,520,Other
6686,"9 BEAUMONDE STREET, COBURG",-37.755099,144.978924,4.0,2.0,1,$500_p.w.,none,June 2010,3058,2010,6,COBURG,500,Other
6687,"9 BEAUMONDE STREET, COBURG",-37.755099,144.978924,4.0,2.0,1,$500_p.w.,none,May 2010,3058,2010,5,COBURG,500,Other
6770,"156 GORDON STREET, COBURG",-37.7430127,144.9495076,3.0,2.0,2,$495_per_week,House,April 2010,3058,2010,4,COBURG,495,House
6791,"46 DAVIS STREET, COBURG",-37.740319,144.951406,3.0,1.0,3,$400_pw,House,December 2010,3058,2010,12,COBURG,400,House
6804,"13 COLLINS STREET, COBURG",-37.737022,144.954334,3.0,1.0,2,$395_per_week,Rental_residential,November 2010,3058,2010,11,COBURG,395,Other
6827,"2/56 THE AVENUE, COBURG",-37.752826,144.968178,2.0,2.0,1,$250_pw,none,August 2010,3058,2010,8,COBURG,250,Other
6843,"114 SHAFTSBURY STREET, COBURG",-37.745519,144.955825,3.0,2.0,1,$450_per_week,none,April 2010,3058,2010,4,COBURG,450,Other
6973,"11/40-50 STOCKADE AVENUE, COBURG",-37.737521,144.970247,2.0,1.0,1,$380_pw,Townhouse,June 2010,3058,2010,6,COBURG,380,House
6974,"11/40-50 STOCKADE AVENUE, COBURG",-37.737521,144.970247,2.0,1.0,1,$400_Weekly,Townhouse,February 2010,3058,2010,2,COBURG,400,House
6975,"11/40-50 STOCKADE AVENUE, COBURG",-37.737521,144.970247,2.0,1.0,1,$400_pw,Townhouse,January 2010,3058,2010,1,COBURG,400,House
7000,"39 FISCHER STREET, COBURG",-37.733824,144.953878,3.0,1.0,1,$400_per_week,House,February 2010,3058,2010,2,COBURG,400,House
7057,"69 CAMPBELL STREET, COBURG",-37.753608,144.969821,2.0,2.0,1,$450_pw,Rental_residential,August 2010,3058,2010,8,COBURG,450,Other
7107,"41/14 BELL STREET, COBURG",-37.74239,144.977185,2.0,1.0,1,$390_p.w.,none,March 2010,3058,2010,3,COBURG,390,Other
7108,"41/14 BELL STREET, COBURG",-37.74239,144.977185,2.0,1.0,1,$390,none,February 2010,3058,2010,2,COBURG,390,Other
7146,"20 SHACKELL STREET, COBURG",-37.742317,144.952214,3.0,1.0,2,$390_per_week,House,November 2010,3058,2010,11,COBURG,390,House
7227,"20/5 INDUSTRY LANE, COBURG",-37.7370286,144.9695513,2.0,1.0,1,$340_per_week,Townhouse,February 2010,3058,2010,2,COBURG,340,House
7245,"11/1 MANNA GUM COURT, COBURG",-37.736609,144.975974,3.0,2.0,2,$450,Available Now,December 2010,3058,2010,12,COBURG,450,Other
7246,"11/1 MANNA GUM COURT, COBURG",-37.736609,144.975974,3.0,2.0,2,$460_Weekly,Available Now,February 2010,3058,2010,2,COBURG,460,Other
7283,"69A MORELAND ROAD, COBURG",-37.756399,144.97422,3.0,1.0,1,$370,none,October 2010,3058,2010,10,COBURG,370,Other
7561,"3/11 METHVEN STREET, COBURG",-37.746901,144.963811,2.0,1.0,1,$360_p.w.,none,December 2010,3058,2010,12,COBURG,360,Other
7621,"5/144 NICHOLSON STREET, COBURG",-37.745681,144.977713,2.0,1.0,1,$280_pw,none,February 2010,3058,2010,2,COBURG,280,Other
7694,"1/1 INDUSTRY LANE, COBURG",-37.7369442,144.9699153,1.0,1.0,1,$340_per_week,none,August 2010,3058,2010,8,COBURG,340,Other
7695,"1/1 INDUSTRY LANE, COBURG",-37.7369442,144.9699153,1.0,1.0,1,$355_per_week,none,July 2010,3058,2010,7,COBURG,355,Other
7730,"304/19 PENTRIDGE BOULEVARD, COBURG",-37.738903,144.970583,1.0,1.0,1,$330_pw,Available Now,September 2010,3058,2010,9,COBURG,330,Other
7758,"407/19 PENTRIDGE BLVD, COBURG",-37.738903,144.970583,2.0,1.0,1,$340_p.w.,Rental_residential,August 2010,3058,2010,8,COBURG,340,Other
7794,"2/115 HARDING STREET, COBURG",-37.746057,144.977021,2.0,1.0,1,$340_pw,none,April 2010,3058,2010,4,COBURG,340,Other
7815,"3/170 GORDON STREET, COBURG",-37.742134,144.94979,2.0,1.0,1,$350_pw,none,August 2010,3058,2010,8,COBURG,350,Other
7827,"3/22 CHAMBERS STREET, COBURG",-37.747267,144.96884,2.0,1.0,1,$330,none,October 2010,3058,2010,10,COBURG,330,Other
7836,"1 DARE STREET, COBURG",-37.749962,144.96728,3.0,3.0,2,$420_pw,none,September 2010,3058,2010,9,COBURG,420,Other
7866,"25A FISCHER STREET, COBURG",-37.734543,144.953756,2.0,1.0,1,$350_p.w.,Rental_residential,November 2010,3058,2010,11,COBURG,350,Other
7915,"4 FARM ROAD, COBURG",-37.736096,144.971437,4.0,2.0,3,$495_pw,Available Now,September 2010,3058,2010,9,COBURG,495,Other
7922,"18/2 ALICE STREET, COBURG",-37.743803,144.957178,2.0,1.0,1,$290_pw,none,March 2010,3058,2010,3,COBURG,290,Other
7923,"18/2 ALICE STREET, COBURG",-37.743803,144.957178,2.0,1.0,1,$320_pw,none,February 2010,3058,2010,2,COBURG,320,Other
7994,"1 HAVEN COURT, COCKATOO",-37.948073,145.496363,2.0,1.0,2,$260_per_week,House,October 2010,3781,2010,10,COCKATOO,260,House
8046,"2 BELGRAVE AVENUE, COCKATOO",-37.92732,145.495818,4.0,2.0,6,$300_pw,Rental_residential,February 2010,3781,2010,2,COCKATOO,300,Other
8114,"18 CARAWA STREET, COCKATOO",-37.926109,145.49772,3.0,2.0,1,$260_per_week,Rental_residential,June 2010,3781,2010,6,COCKATOO,260,Other
8117,"11 ACLARE STREET, COCKATOO",-37.950754,145.509465,3.0,1.0,2,$270,House,February 2010,3781,2010,2,COCKATOO,270,House
45,"35 MARKET STREET, COHUNA",-35.812621,144.22028,4.0,2.0,2,$140_pw,House,September 2010,3568,2010,9,COHUNA,140,House
71,"151 KING GEORGE STREET, COHUNA",-35.802147,144.215476,3.0,1.0,1,$165_pw,House,May 2010,3568,2010,5,COHUNA,165,House
78,"94 CHANNEL STREET, COHUNA",-35.804436,144.214723,2.0,1.0,1,$140_pw,House,October 2010,3568,2010,10,COHUNA,140,House
89,"352 COIMADAI DIGGERS REST ROAD, COIMADAI",-37.6201439,144.5063489,4.0,3.0,4,$500_p.w.,House,December 2010,3340,2010,12,COIMADAI,500,House
90,"352 COIMADAI DIGGERS REST ROAD, COIMADAI",-37.6201439,144.5063489,4.0,3.0,4,$450_per_week,House,August 2010,3340,2010,8,COIMADAI,450,House
108,"80 DRAPERS ROAD, COLAC EAST",-38.3319866,143.6261362,3.0,1.0,2,$240_pw,House,September 2010,3250,2010,9,EAST,240,House
111,"10 FLAXMILL ROAD, COLAC EAST",-38.327462,143.618703,4.0,2.0,0,$320_pw,House,February 2010,3250,2010,2,EAST,320,House
114,"53 POLLACK STREET, COLAC WEST",-38.335818,143.591217,3.0,1.0,2,$200_pw,House,August 2010,3250,2010,8,WEST,200,House
154,"1/42A MANIFOLD STREET, COLAC",-38.33727,143.58236,2.0,1.0,1,$240_pw,none,June 2010,3250,2010,6,COLAC,240,Other
221,"102 QUEEN STREET, COLAC",-38.344296,143.592366,2.0,1.0,1,$185_pw,Townhouse,July 2010,3250,2010,7,COLAC,185,House
281,"LOT 4 BURGE COURT, COLBINABBIN",-36.591533,144.795291,3.0,1.0,1,$180_p.w.,House,September 2010,3559,2010,9,COLBINABBIN,180,House
340,"18 CHEVIOT AVENUE, COLDSTREAM",-37.728222,145.384468,3.0,1.0,1,$310_pw,House,November 2010,3770,2010,11,COLDSTREAM,310,House
341,"18 CHEVIOT AVENUE, COLDSTREAM",-37.728222,145.384468,3.0,1.0,1,$300_pw,House,April 2010,3770,2010,4,COLDSTREAM,300,House
516,"1166 BOONOONAR ROAD, COLIGNAN",-34.546283,142.334486,3.0,1.0,2,$180_pw,none,October 2010,3494,2010,10,COLIGNAN,180,Other
548,"129 SACKVILLE STREET, COLLINGWOOD",-37.79908,144.991078,2.0,1.0,0,$450_pw,Rental_residential,July 2010,3066,2010,7,COLLINGWOOD,450,Other
571,"42 BALLARAT STREET, COLLINGWOOD",-37.795156,144.990856,2.0,1.0,0,$440_pw,Rental_residential,August 2010,3066,2010,8,COLLINGWOOD,440,Other
630,"136 RUPERT STREET, COLLINGWOOD",-37.803877,144.989676,2.0,1.0,0,$430_per_week,none,October 2010,3066,2010,10,COLLINGWOOD,430,Other
631,"136 RUPERT STREET, COLLINGWOOD",-37.803877,144.989676,2.0,1.0,0,$480_per_week,none,February 2010,3066,2010,2,COLLINGWOOD,480,Other
707,"5/15-17 BENDIGO STREET, COLLINGWOOD",-37.796087,144.992632,1.0,1.0,1,$265_pw,Rental_residential,June 2010,3066,2010,6,COLLINGWOOD,265,Other
752,"14/34 SMITH STREET, COLLINGWOOD",-37.8072953,144.9828207,1.0,1.0,1,$365_pw,Rental_residential,July 2010,3066,2010,7,COLLINGWOOD,365,Other
801,"9/1 PEEL STREET, COLLINGWOOD",-37.805201,144.983757,1.0,1.0,1,$345_pw,Rental_residential,April 2010,3066,2010,4,COLLINGWOOD,345,Other
805,"2 OTTER STREET, COLLINGWOOD",-37.800579,144.984424,1.0,1.0,0,$360_-_$1560_pw,House,June 2010,3066,2010,6,COLLINGWOOD,1560,House
859,"321 WELLINGTON STREET, COLLINGWOOD",-37.795446,144.987781,2.0,1.0,0,$395_pw,none,February 2010,3066,2010,2,COLLINGWOOD,395,Other
1170,"1/1 PEEL STREET, COLLINGWOOD",-37.8050584,144.9837832,1.0,1.0,1,$390,Rental_residential,October 2010,3066,2010,10,COLLINGWOOD,390,Other
