Place_Names,Longitude,Latitude
BURWOOD POLICE STATION,-37.8508799849105,145.098180001147
GOORNONG POLICE STATION,-36.6140499992837,144.509230011234
SORRENTO POLICE STATION,-38.3361299956191,144.742139958659
SOUTH MELBOURNE POLICE STATION,-37.8348499962996,144.959569972982
SPRINGVALE POLICE STATION,-37.9552399972325,145.151439981405
VICTORIA DOCK POLICE STATION,-37.8151299973959,144.933479969654
HAWTHORN POLICE STATION,-37.8231799894416,145.035699997028
HEALESVILLE POLICE STATION,-37.6566299964856,145.510879955277
BANNOCKBURN POLICE STATION,-38.0499299978406,144.168419968445
BASS POLICE STATION,-38.4837400004308,145.465979982804
BARWON HEADS POLICE STATION,-38.2779000175035,144.4918099763
BELGRAVE POLICE STATION,-37.90808999707,145.354619977253
CHELSEA POLICE STATION,-38.0513599944015,145.116329983937
BENTLEIGH EAST POLICE STATION,-37.9217899887314,145.060139999996
CHURCHILL NORTH POLICE STATION,-38.3076300011603,146.416809972602
CHURCHILL POLICE STATION,-38.3077300012034,146.41737997249
COBRAM POLICE STATION,-35.9203800423229,145.650969948103
COBURG POLICE STATION,-37.7398500019393,144.962920000709
PAKENHAM POLICE STATION,-38.0756799980189,145.481529979337
SEYMOUR POLICE STATION,-37.0198600118905,145.129889976842
BRUNSWICK POLICE STATION,-37.7628100020921,144.963069991194
BRUTHEN POLICE STATION,-37.7075099965347,147.831119962366
BUCHAN POLICE STATION,-37.4998699896666,148.171309997311
CAMBERWELL POLICE STATION,-37.8332199901203,145.059229982846
DROMANA POLICE STATION,-38.3347299984779,144.961049979029
DROUIN POLICE STATION,-38.1302099975551,145.849319966818
MOE POLICE STATION,-38.1760999991305,146.26521998278
MOONEE PONDS POLICE STATION,-37.7647100004421,144.924079984746
MOORABBIN POLICE STATION,-37.9373899933218,145.038219959108
MORDIALLOC POLICE STATION,-38.0037799940339,145.086239993441
VIOLET TOWN POLICE STATION,-36.6361800025331,145.715269978833
CARLTON POLICE STATION,-37.7976299977347,144.969309992333
CAULFIELD POLICE STATION,-37.8812899919486,145.023269970846
ELSTERNWICK POLICE STATION,-37.8820699913494,144.999869987833
ELTHAM POLICE STATION,-37.7134499996772,145.150639992113
CHILTERN POLICE STATION,-36.1481499929069,146.610569966184
ESSENDON POLICE STATION,-37.7462400023964,144.910419996111
CHELTENHAM POLICE STATION,-37.9647399867529,145.056589983907
EUROA POLICE STATION,-36.751730004137,145.572690002808
FAWKNER POLICE STATION,-37.7181700027643,144.96232998316
FERNTREE GULLY POLICE STATION,-37.888459995582,145.292089986306
SEAFORD POLICE STATION,-38.0851299961604,145.124309977811
ELWOOD POLICE STATION,-37.8809599912579,144.984029982711
TRARALGON POLICE STATION,-38.1948499983928,146.536610003163
DIAMOND CREEK POLICE STATION,-37.67408999912,145.160589985704
DONCASTER POLICE STATION,-37.7884199906403,145.157829983648
MIRBOO NORTH POLICE STATION,-38.400879995706,146.158889975853
MITIAMO POLICE STATION,-36.2101300064688,144.232370019695
MONBULK POLICE STATION,-37.8752399975852,145.407699972696
MOOROOLBARK POLICE STATION,-37.7895399982544,145.310539979074
PRESTON POLICE STATION,-37.7391700028784,145.005929982336
QUEENSCLIFF POLICE STATION,-38.2701199947565,144.66101999718
RAWSON POLICE STATION,-37.9561500025507,146.397569987788
CANN RIVER POLICE STATION,-37.5647299868322,149.152229994108
EAGLEHAWK POLICE STATION,-36.7198500032439,144.255700019782
ECHUCA POLICE STATION,-36.1258999455544,144.754259928826
EILDON POLICE STATION,-37.2322799973342,145.910319945822
ELMORE POLICE STATION,-36.4959900003149,144.611029994428
EMERALD POLICE STATION,-37.9305099974733,145.443929975217
ERICA RAWSON POLICE STATION,-37.9559600023899,146.395419988182
INVERLEIGH POLICE STATION,-38.1015800175153,144.05059996584
INVERLOCH POLICE STATION,-38.6311199988889,145.727470000324
TRAFALGAR POLICE STATION,-38.2126399982008,146.154189983885
MEENIYAN POLICE STATION,-38.5800599999898,146.010649995918
DEDERANG POLICE STATION,-36.4716299838818,147.017600006696
GREENSBOROUGH POLICE STATION,-37.7040400018594,145.096159982556
GUNBOWER POLICE STATION,-35.9556999476631,144.367110236015
AVONDALE HEIGHTS POLICE STATION,-37.7557300009873,144.859439961922
AXEDALE POLICE STATION,-36.7869899988737,144.501569973797
POLICE MOBILE DIVISION,-37.7704000017682,144.957639970312
POLICE TRAINING ACADEMY,-37.8920699944622,145.174869991288
PRAHRAN POLICE STATION,-37.8478399951525,145.000089969526
PYRAMID HILL POLICE STATION,-36.054979952714,144.11306992155
STANHOPE POLICE STATION,-36.4464399982907,144.985099985767
DRYSDALE POLICE STATION,-38.1749699970653,144.569759973537
HASTINGS POLICE STATION,-38.3078599967037,145.184680004458
HEATHCOTE POLICE STATION,-36.9217099976006,144.709129990023
HEYFIELD POLICE STATION,-37.9817399938048,146.78550000162
BEAUMARIS POLICE STATION,-37.9845699922879,145.033479979768
BEECHWORTH POLICE STATION,-36.3583699821615,146.688869988407
WOOMELANG POLICE STATION,-35.6810299608907,142.665740007842
ASHBURTON POLICE STATION,-37.8628699897128,145.079709984044
PYALONG POLICE STATION,-37.1233200018565,144.85685000591
MOOROOPNA POLICE STATION,-36.3954300066158,145.356119985119
BROADMEADOWS POLICE STATION,-37.6832200024444,144.916869963799
RUSHWORTH POLICE STATION,-36.5904300023764,145.016709982413
BALLAN POLICE STATION,-37.5999499964877,144.220889987919
MAFFRA POLICE STATION,-37.964939986008,146.973350024219
MAIDSTONE POLICE STATION,-37.7842900012503,144.87542003107
BUNYIP POLICE STATION,-38.0975199969207,145.71779997356
DOOKIE POLICE STATION,-36.3304499984562,145.685699982129
WALLAN POLICE STATION,-37.4165100002068,144.981699976382
WALWA POLICE STATION,-35.9649699205042,147.733690166613
BAW BAW VILLAGE POLICE STATION,-37.8406799930796,146.265700003172
BLACK ROCK POLICE STATION,-37.9698499930532,145.016809984291
DIMBOOLA POLICE STATION,-36.4564399771501,142.027880036332
DONALD POLICE STATION,-36.373660009233,142.984069977182
DUNKELD POLICE STATION,-37.6499800015692,142.345039992382
JEPARIT POLICE STATION,-36.1433499779871,141.988780018639
LISMORE POLICE STATION,-37.9532899907216,143.33976997608
LEARMONTH POLICE STATION,-37.4222900009055,143.715359993167
MERINO POLICE STATION,-37.7202700315521,141.549950072691
FRANKSTON POLICE STATION,-38.1388999945163,145.124669989802
CRANBOURNE POLICE STATION,-38.1133599973689,145.283429986788
GISBORNE POLICE STATION,-37.4853799998646,144.585649957964
GLENROWAN POLICE STATION,-36.4634899884996,146.227259972783
GLENROY POLICE STATION,-37.7029000014488,144.915139981974
LAKES ENTRANCE POLICE STATION,-37.8772400137351,147.994539967866
NATIMUK POLICE STATION,-36.7397299893921,141.947040022542
NELSON POLICE STATION,-38.0485500246879,141.007130041191
MILDURA POLICE STATION,-34.1860600290944,142.162070012465
PORT CAMPBELL POLICE STATION,-38.6178099878951,142.99801999982
PORTLAND POLICE STATION,-38.3525200065111,141.608100001363
NHILL POLICE STATION,-36.3331899807752,141.655950025973
RAINBOW POLICE STATION,-35.9021000338893,141.996460048847
SKIPTON POLICE STATION,-37.6839599963935,143.361190001742
TIMBOON POLICE STATION,-38.4834399884772,142.971250018774
WERRIMULL POLICE STATION,-34.3873700391222,141.597530010274
WILLAURA POLICE STATION,-37.5460099870509,142.741130013879
ALTONA NORTH POLICE STATION,-37.8360800014865,144.844729980812
COLLINGWOOD POLICE STATION,-37.8040399934344,144.993569977426
ANGLESEA POLICE STATION,-38.4034002615479,144.192229923217
KERANG POLICE STATION,-35.7339099993099,143.921509995859
LORNE POLICE STATION,-38.5408499952303,143.973750007882
HAMILTON POLICE STATION,-37.7476700110173,142.026050044526
KINGSVILLE POLICE STATION,-37.8087400011945,144.87236999296
KOO-WEE-RUP POLICE STATION,-38.2004000002979,145.488759970975
KOONDROOK POLICE STATION,-35.6450099532458,144.131309955682
LANCEFIELD POLICE STATION,-37.278540006677,144.736279983979
LANG LANG POLICE STATION,-38.2653000019772,145.563469982467
LARA POLICE STATION,-38.023469996603,144.396050005212
BRIGHT POLICE STATION,-36.7317899863117,146.962049995158
NYAH POLICE STATION,-35.1873499678771,143.333759908099
NYAH WEST POLICE STATION,-35.1862399674853,143.343759919616
RED CLIFFS POLICE STATION,-34.3040500332731,142.186780000974
SMYTHESDALE POLICE STATION,-37.6432299964515,143.686519989156
STAWELL POLICE STATION,-37.055699971564,142.784040019016
UNDERBOOL POLICE STATION,-35.1711199648396,141.809929969861
FITZROY POLICE STATION,-37.8022199954348,144.97912998213
FLEMINGTON POLICE STATION,-37.7851199971192,144.932149953137
FOSTER POLICE STATION,-38.6521499964413,146.202439990274
HARROW POLICE STATION,-37.1641999875511,141.593929984547
KOROIT POLICE STATION,-38.2925999867758,142.367879948259
KORONG VALE POLICE STATION,-36.355959995468,143.703760000511
KATAMATITE POLICE STATION,-36.0793400200528,145.688839945856
BORONIA POLICE STATION,-37.8599299969451,145.285489975617
BOX HILL POLICE STATION,-37.8180899867154,145.127300006686
BRIAGOLONG POLICE STATION,-37.8434299956355,147.069630013502
BROADFORD POLICE STATION,-37.2034000059222,145.055419981724
BRIGHTON POLICE STATION,-37.9098499914637,144.999029997949
DAYLESFORD POLICE STATION,-37.340369997779,144.142669970997
MORTLAKE POLICE STATION,-38.081619988294,142.808140005612
OUYEN POLICE STATION,-35.0698699846013,142.315180026924
ROKEWOOD POLICE STATION,-37.9009499802559,143.721650007185
RUPANYUP POLICE STATION,-36.6330999858757,142.630699999599
SAINT ARNAUD POLICE STATION,-36.6170700174934,143.25952002256
BENAMBRA POLICE STATION,-36.9523499415152,147.70319997324
BENDIGO POLICE STATION,-36.7669900012812,144.26698999313
BENDOC POLICE STATION,-37.1470699844917,148.88491004014
BOOLARRA POLICE STATION,-38.3804399959158,146.272319985299
MYRTLEFORD POLICE STATION,-36.560509987329,146.726759979857
DANDENONG POLICE STATION,-37.9902499960162,145.217379984031
TONGALA POLICE STATION,-36.2490099656563,144.950470039063
PENSHURST POLICE STATION,-37.8746500087629,142.289790018614
KANIVA POLICE STATION,-36.3788699758118,141.242050028456
GUNDOWRING POLICE STATION,-36.4709599838598,147.017370007812
DOVETON POLICE STATION,-37.9948499985674,145.239309980693
MITTA MITTA POLICE STATION,-36.5371699641878,147.377789994183
FORREST POLICE STATION,-38.5210199897092,143.716630002068
LAKE BOGA POLICE STATION,-35.4595499901636,143.631680005483
MERBEIN POLICE STATION,-34.1677200313666,142.062660014201
TALLANGATTA POLICE STATION,-36.215479787752,147.180440077426
NATHALIA POLICE STATION,-36.0597500528227,145.203419984625
GEELONG POLICE STATION,-38.1453599977694,144.356919977229
BRANXHOLME POLICE STATION,-37.8584200060142,141.798750022789
BALWYN POLICE STATION,-37.8112399884994,145.081259990425
EAST MELBOURNE POLICE STATION,-37.8170699942996,144.990419989556
HEIDELBERG POLICE STATION,-37.7575200014413,145.070729968119
HEIDELBERG WEST POLICE STATION,-37.7467900008067,145.047919970238
MORNINGTON POLICE STATION,-38.2165099949464,145.036839978677
LILYDALE POLICE STATION,-37.7555999992683,145.342399977323
ROCHESTER POLICE STATION,-36.3632899813685,144.699099991511
ROSEBUD POLICE STATION,-38.3698199958222,144.889659987819
ROSEDALE POLICE STATION,-38.1506999951485,146.789339986464
MALDON POLICE STATION,-36.9954800015781,144.064869976136
MALMSBURY POLICE STATION,-37.1883699986907,144.385009990194
CRESSY POLICE STATION,-38.0316999745054,143.633650006502
CRESWICK POLICE STATION,-37.4298999962039,143.892349972927
CASTLEMAINE POLICE STATION,-37.063729999041,144.219369982077
OAKLEIGH POLICE STATION,-37.8982899924857,145.087749988763
OCEAN GROVE POLICE STATION,-38.2656800024425,144.522089975245
TRENTHAM POLICE STATION,-37.3906799997567,144.321209992232
DARTMOOR POLICE STATION,-37.9217100254105,141.282590080773
HOPETOUN POLICE STATION,-35.7288399887655,142.366009995325
HORSHAM POLICE STATION,-36.7140699735618,142.201219984776
INGLEWOOD POLICE STATION,-36.5757199974168,143.87004998652
LAKE BOLAC POLICE STATION,-37.7114399910127,142.841269990879
LANDSBOROUGH POLICE STATION,-37.0036399959261,143.128530037183
CORRYONG POLICE STATION,-36.194509988618,147.903939995578
CROYDON POLICE STATION,-37.7992199970812,145.278499983551
GLEN WAVERLEY POLICE STATION,-37.9036399947885,145.164099948887
MARNOO POLICE STATION,-36.6692899941401,142.867920040416
MARYBOROUGH POLICE STATION,-37.0473099998391,143.735469978819
MANANGATANG POLICE STATION,-35.0503699586579,142.882719947771
MURRAYVILLE POLICE STATION,-35.2640999316333,141.182650027844
MURTOA POLICE STATION,-36.6167299803897,142.469880014108
PIANGIL POLICE STATION,-35.0539799577726,143.313699916416
PETERBOROUGH FIRE STATION,-38.6070699865357,142.876530018834
SWAN HILL POLICE STATION,-35.3560799801678,143.56265003717
TERANG POLICE STATION,-38.2408099919155,142.919629989531
TARNAGULLA POLICE STATION,-36.7701200052939,143.833129982604
WARRNAMBOOL POLICE STATION,-38.3810899857122,142.478499972152
WEDDERBURN POLICE STATION,-36.4168199960573,143.611610009922
FOOTSCRAY POLICE STATION,-37.8038699971374,144.90137001445
WINCHELSEA POLICE STATION,-38.244270050471,143.989899986811
WARRACKNABEAL POLICE STATION,-36.2512299796897,142.39383000219
WODONGA POLICE STATION,-36.1221599418613,146.890080077107
ALEXANDRA POLICE STATION,-37.1886299995179,145.707769977934
MORWELL POLICE STATION,-38.2372899970629,146.394419970928
NEWPORT POLICE STATION,-37.8440099993576,144.886259972733
NEWSTEAD POLICE STATION,-37.1055399992007,144.063810007245
NORLANE POLICE STATION,-38.0962399943699,144.355419993678
NORTHCOTE POLICE STATION,-37.7661200027868,145.002150000062
WILLIAMSTOWN POLICE STATION,-37.863380000835,144.906199982167
MARYSVILLE POLICE STATION,-37.5105099954081,145.747809548042
SAINT ALBANS POLICE STATION,-37.7431800036824,144.79708998708
CULGOA POLICE STATION,-35.7174699604212,143.106269974198
SEA LAKE POLICE STATION,-35.5024799546272,142.849760011963
BIRREGURRA POLICE STATION,-38.3363000157809,143.782709950174
PORT FAIRY POLICE STATION,-38.3876699819667,142.239349961536
CAVENDISH POLICE STATION,-37.5272000104823,142.040410027623
COBDEN POLICE STATION,-38.3281899908425,143.075559965209
MACARTHUR POLICE STATION,-38.0324900043246,142.000850006503
RAYWOOD POLICE STATION,-36.5386700007125,144.203919998623
MALLACOOTA POLICE STATION,-37.5586399369652,149.755279972148
MALVERN POLICE STATION,-37.8558799932263,145.029609994518
NUMURKAH POLICE STATION,-36.088530033816,145.444359977491
SALE POLICE STATION,-38.1111299846443,147.060980006129
SANDRINGHAM POLICE STATION,-37.9478999930231,145.003759987969
ERICA POLICE STATION,-37.9756800050088,146.375139978361
WARRANDYTE POLICE STATION,-37.7408900001589,145.212899992339
OMEO POLICE STATION,-37.1020399626921,147.592339972172
OLINDA POLICE STATION,-37.8561099964767,145.365040003234
ROBINVALE POLICE STATION,-34.5855399749533,142.770619949929
EDENHOPE POLICE STATION,-37.0363900055777,141.292870045061
RUTHERGLEN POLICE STATION,-36.0564899999596,146.458639972077
RYE POLICE STATION,-38.3706399970227,144.818929994277
TATURA POLICE STATION,-36.4399600212208,145.231469990864
SAINT JAMES POLICE STATION,-36.2695700051137,145.895700021518
SAINT KILDA POLICE STATION,-37.8678899936322,144.990679978978
SAINT KILDA ROAD POLICE STATION,-37.8348499962882,144.974029969469
APSLEY POLICE STATION,-36.9670600171237,141.083620081652
TANGAMBALANGA POLICE STATION,-36.2512900617534,147.034620211768
MACEDON POLICE STATION,-37.4229199952814,144.567769990593
COWES POLICE STATION,-38.4500800000834,145.235259966575
THOMASTOWN POLICE STATION,-37.6804000010112,145.013199971461
WYCHEPROOF POLICE STATION,-36.0744599639954,143.225970041866
ST JAMES POLICE STATION,-36.2695700051137,145.895700021518
ST ALBANS POLICE STATION,-37.7431800036824,144.79708998708
ST KILDA POLICE STATION,-37.8678899936322,144.990679978978
ST ARNAUD POLICE STATION,-36.6170700174934,143.25952002256
BENALLA POLICE STATION,-36.5556000027135,145.975299958843
WOODS POINT POLICE STATION,-37.567400003279,146.250929991585
MANSFIELD POLICE STATION,-37.0523100060087,146.086969993468
JAMIESON POLICE STATION,-37.3033299983412,146.138179952216
WEDDERBURN POLICE STATION,-36.424189995362,143.615720008532
