Place_Names,Longitude,Latitude
NUNAWADING POLICE STATION,145.182369993214,-37.8173499925181
RINGWOOD POLICE STATION,145.227139990914,-37.8131399985963
SUNSHINE POLICE STATION,144.831359973439,-37.7775800002171
RICHMOND POLICE STATION,144.999579987924,-37.8174499959292
ORBOST POLICE STATION,148.455999999504,-37.7066499923104
BENTLEIGH POLICE STATION,145.036529975657,-37.9167899920784
MELTON POLICE STATION,144.577939983158,-37.6858299945963
RUSSELL STREET,144.967919978488,-37.8076299977016
EPPING POLICE STATION,145.025889998923,-37.646740002672
HURSTBRIDGE POLICE STATION,145.19283998588,-37.6399800001397
GLEN HUNTLY POLICE STATION,145.042920009491,-37.8898499933504
TORQUAY POLICE STATION,144.318049995055,-38.3255100773116
PORT MELBOURNE POLICE STATION,144.940699996659,-37.8403999960452
PORTARLINGTON POLICE STATION,144.657889983412,-38.1153399935983
PRESTON EAST POLICE STATION,145.027639979474,-37.740130001373
YACKANDANDAH POLICE STATION,146.842509994965,-36.3106399844734
BRIDGEWATER POLICE STATION,143.940009998299,-36.6017000010553
COHUNA POLICE STATION,144.221529834878,-35.8113391581912
GOROKE POLICE STATION,141.47168004089,-36.718570027183
BUNINYONG POLICE STATION,143.884649996912,-37.651559997085
WHITFIELD POLICE STATION,146.414249979856,-36.763959977244
WHITTLESEA POLICE STATION,145.118619964804,-37.5101700001983
MINYIP POLICE STATION,142.589180013307,-36.4580799783427
WERRIBEE POLICE STATION,144.681039992101,-37.8939699967902
WESTMEADOWS POLICE STATION,144.887639982694,-37.6754000004054
MOUNT WAVERLY POLICE STATION,145.12847999861,-37.8806799901849
QUAMBATOOK POLICE STATION,143.521400013382,-35.8522699638058
MELBOURNE RUSSELL STREET,144.967919978488,-37.8076299977016
SHEPPARTON POLICE STATION,145.397979973736,-36.3815299874559
TUNGAMAH POLICE STATION,145.880830019409,-36.1650399953641
NEERIM SOUTH POLICE STATION,145.954259993445,-38.0183099984382
MOYHU POLICE STATION,146.37517001153,-36.5781699821504
RESERVOIR POLICE STATION,145.00564999585,-37.7164700027182
YEA POLICE STATION,145.426719998034,-37.2105200047588
SWIFTS CREEK POLICE STATION,147.720959972892,-37.2621299789148
SPEED POLICE STATION,142.44035995463,-35.4010799539492
CASTERTON POLICE STATION,141.406030073487,-37.5853200279707
LOCH POLICE STATION,145.703719985904,-38.368669998586
CHARLTON POLICE STATION,143.348369988492,-36.2696099907523
CLUNES POLICE STATION,143.783629995076,-37.2951499964395
NAGAMBIE POLICE STATION,145.154409985597,-36.7875999971088
LINTON POLICE STATION,143.56186999344,-37.6874399948911
COLAC POLICE STATION,143.59254999393,-38.3377599907846
COLERAINE POLICE STATION,141.783480030196,-37.5990100165975
ROMSEY POLICE STATION,144.741719992161,-37.3437500054525
ROYAL PARK POLICE STATION,144.958199976045,-37.7903999969305
TALLAROOK POLICE STATION,145.104029986213,-37.0942900065782
TOORA POLICE STATION,146.324719996398,-38.66158000451
DUNOLLY POLICE STATION,143.733650018806,-36.8571199965296
ELMHURST POLICE STATION,143.250509991525,-37.1808399844733
RIDDELLS CREEK POLICE STATION,144.678569980474,-37.461959997942
SUNBURY POLICE STATION,144.735479975186,-37.5798199975062
YARRA GLEN POLICE STATION,145.373199982581,-37.6602100008286
YARRA JUNCTION POLICE STATION,145.607019950838,-37.7802000040618
YARRAGON POLICE STATION,146.068199967689,-38.2062399948791
YARRAM POLICE STATION,146.677050003261,-38.5599600161901
YARRAVILLE POLICE STATION,144.892639991628,-37.8162399996198
YARRAWONGA POLICE STATION,145.995259965711,-36.0208999946956
BEAUFORT POLICE STATION,143.381060011911,-37.4314799930639
BEEAC POLICE STATION,143.640059992878,-38.1953099879055
BEECH FOREST POLICE STATION,143.571259996256,-38.6381799892615
BEULAH POLICE STATION,142.419500115949,-35.9432400662176
LINDENOW POLICE STATION,147.461260033556,-37.8017900088135
BIRCHIP POLICE STATION,142.917320005136,-35.9797999527243
MURCHISON POLICE STATION,145.21590999946,-36.6181300042837
MURRUMBEENA POLICE STATION,145.066809974273,-37.8903999919957
WONTHAGGI POLICE STATION,145.589939982555,-38.6076199999498
HEYWOOD POLICE STATION,141.628959970832,-38.1334999853407
LEXTON POLICE STATION,143.513809997293,-37.2752599933378
ALLANSFORD POLICE STATION,142.590419937668,-38.3851299882691
APOLLO BAY POLICE STATION,143.6703800109,-38.759659992222
ARARAT POLICE STATION,142.926720017281,-37.2842399674911
WOODEND POLICE STATION,144.526649964806,-37.3544100011136
AVOCA POLICE STATION,143.474099980377,-37.0871699896924
BALLARAT POLICE STATION,143.859119980152,-37.5641899969143
BALMORAL POLICE STATION,141.832319974858,-37.2522100061791
WANGARATTA POLICE STATION,146.314139971142,-36.3609499842335
WARBURTON POLICE STAION,145.686529973878,-37.7556800075656
WARRAGUL POLICE STATION,145.933279984482,-38.1617899978087
MOUNT EVELYN POLICE STATION,145.380549967221,-37.7871499961343
MOUNT BEAUTY POLICE STATION,147.17136998525,-36.7439699784833
CITY WEST POLICE STATION,144.959869975706,-37.8092899971617
CLAYTON POLICE STATION,145.120469968667,-37.9201399958764
BERWICK POLICE STATION,145.346809971529,-38.034289996305
CAMPERDOWN POLICE STATION,143.146099979171,-38.2305199915376
BOORT POLICE STATION,143.723410016355,-36.1160599951763
STRATFORD POLICE STATION,147.080240014955,-37.9635299882046
MELBOURNE FLINDERS LAND,144.966529960765,-37.8165099976617
SPRING ST,144.973479980222,-37.810399997099
MELBOURNE SPRING STREET,144.973479980222,-37.810399997099
MENTONE POLICE STATION,145.065419986251,-37.984009994479
MEREDITH POLICE STATION,144.07572998775,-37.8465099965755
PASCOE VALE POLICE STATION,144.937919985278,-37.7376300022181
FLINDERS LANE,144.966529960765,-37.8165099976617
KEW POLICE STATION,145.032640003347,-37.8067899901299
GORDON POLICE STATION,144.101499984636,-37.5798099965968
KILMORE POLICE STATION,144.949859989558,-37.3070600033445
KORUMBURRA POLICE STATION,145.824309966972,-38.4345799976305
KYABRAM POLICE STATION,145.052559984584,-36.3137000120601
KYNETON POLICE STATION,144.451739984702,-37.2476700014727
LAVERTON POLICE STATION,144.771399968646,-37.863259994689
LEONGATHA POLICE STATION,145.945949989735,-38.475019997654
BAIRNSDALE POLICE STATION,147.635960010676,-37.8258599937438
BACCHUS MARSH POLICE STATION,144.436019977797,-37.6757899951001
BURWOOD POLICE STATION,145.098180001147,-37.8508799849105
GOORNONG POLICE STATION,144.509230011234,-36.6140499992837
SORRENTO POLICE STATION,144.742139958659,-38.3361299956191
SOUTH MELBOURNE POLICE STATION,144.959569972982,-37.8348499962996
SPRINGVALE POLICE STATION,145.151439981405,-37.9552399972325
VICTORIA DOCK POLICE STATION,144.933479969654,-37.8151299973959
HAWTHORN POLICE STATION,145.035699997028,-37.8231799894416
HEALESVILLE POLICE STATION,145.510879955277,-37.6566299964856
BANNOCKBURN POLICE STATION,144.168419968445,-38.0499299978406
BASS POLICE STATION,145.465979982804,-38.4837400004308
BARWON HEADS POLICE STATION,144.4918099763,-38.2779000175035
BELGRAVE POLICE STATION,145.354619977253,-37.90808999707
CHELSEA POLICE STATION,145.116329983937,-38.0513599944015
BENTLEIGH EAST POLICE STATION,145.060139999996,-37.9217899887314
CHURCHILL NORTH POLICE STATION,146.416809972602,-38.3076300011603
CHURCHILL POLICE STATION,146.41737997249,-38.3077300012034
COBRAM POLICE STATION,145.650969948103,-35.9203800423229
COBURG POLICE STATION,144.962920000709,-37.7398500019393
PAKENHAM POLICE STATION,145.481529979337,-38.0756799980189
SEYMOUR POLICE STATION,145.129889976842,-37.0198600118905
BRUNSWICK POLICE STATION,144.963069991194,-37.7628100020921
BRUTHEN POLICE STATION,147.831119962366,-37.7075099965347
BUCHAN POLICE STATION,148.171309997311,-37.4998699896666
CAMBERWELL POLICE STATION,145.059229982846,-37.8332199901203
DROMANA POLICE STATION,144.961049979029,-38.3347299984779
DROUIN POLICE STATION,145.849319966818,-38.1302099975551
MOE POLICE STATION,146.26521998278,-38.1760999991305
MOONEE PONDS POLICE STATION,144.924079984746,-37.7647100004421
