,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"32 KEITH STREET, TOOTGAROOK",-38.374158002,144.8517137002,3,2,2,$450 per week,none,August 2022,3941
0,"32 KEITH STREET, TOOTGAROOK",-38.374158002,144.8517137002,3,2,2,$450 per week,none,August 2022,3941
0,"32 KEITH STREET, TOOTGAROOK",-38.374158002,144.8517137002,3,2,2,$450,none,August 2022,3941
0,"5 FIELD STREET, TOOTGAROOK",-38.3771400,144.8425620,4,2,2,$600 per week,House,August 2022,3941
0,"5 FIELD STREET, TOOTGAROOK",-38.3771400,144.8425620,4,2,2,$600 per week,House,August 2022,3941
0,"5 FIELD STREET, TOOTGAROOK",-38.3771400,144.8425620,4,2,2,$410 per week,House,April 2020,3941
0,"5 FIELD STREET, TOOTGAROOK",-38.3771400,144.8425620,4,2,2,$410 Weekly,House,September 2017,3941
0,"5 FIELD STREET, TOOTGAROOK",-38.3771400,144.8425620,4,2,2,$390 per week,House,April 2013,3941
0,"5 FIELD STREET, TOOTGAROOK",-38.3771400,144.8425620,4,2,2,$390 Weekly,House,April 2013,3941
0,"21A BARRY STREET, TOOTGAROOK",-38.3707997002,144.8598911002,2,1,1,$440,none,August 2022,3941
0,"21A BARRY STREET, TOOTGAROOK",-38.3707997002,144.8598911002,2,1,1,$440,none,August 2022,3941
0,"21A BARRY STREET, TOOTGAROOK",-38.3707997002,144.8598911002,2,1,1,$440 Weekly,none,August 2022,3941
0,"21A BARRY STREET, TOOTGAROOK",-38.3707997002,144.8598911002,2,1,1,$440 per week,none,August 2022,3941
0,"21A BARRY STREET, TOOTGAROOK",-38.3707997002,144.8598911002,2,1,1,$340 per week,none,January 2021,3941
0,"21A BARRY STREET, TOOTGAROOK",-38.3707997002,144.8598911002,2,1,1,Under Application,none,January 2021,3941
0,"118 JOHN STREET, TOOTGAROOK",-38.37573001,144.84328001,3,1,2,$430 per week,House,August 2022,3941
0,"118 JOHN STREET, TOOTGAROOK",-38.37573001,144.84328001,3,1,2,$430 per week,House,August 2022,3941
0,"118 JOHN STREET, TOOTGAROOK",-38.37573001,144.84328001,3,1,2,$430,House,August 2022,3941
0,"118 JOHN STREET, TOOTGAROOK",-38.37573001,144.84328001,3,1,2,$430 per week,House,March 2022,3941
0,"118 JOHN STREET, TOOTGAROOK",-38.37573001,144.84328001,3,1,2,$430,House,March 2022,3941
0,"118 JOHN STREET, TOOTGAROOK",-38.37573001,144.84328001,3,1,2,$370 per week,House,March 2021,3941
0,"31 BRIGHTS DRIVE, TOOTGAROOK",-38.38271001,144.84566001,3,1,3,$490 per week,House,August 2022,3941
0,"31 BRIGHTS DRIVE, TOOTGAROOK",-38.38271001,144.84566001,3,1,3,$490 per week,House,August 2022,3941
0,"31 BRIGHTS DRIVE, TOOTGAROOK",-38.38271001,144.84566001,3,1,3,$490 Weekly,House,August 2022,3941
0,"7 LANCIA DRIVE, TOOTGAROOK",-38.38365600,144.85010800,3,1,1,$500 per week,none,July 2022,3941
0,"7 LANCIA DRIVE, TOOTGAROOK",-38.38365600,144.85010800,3,1,1,$500 per week,none,August 2022,3941
0,"7 LANCIA DRIVE, TOOTGAROOK",-38.38365600,144.85010800,3,1,1,$500 per week,none,July 2022,3941
0,"7 LANCIA DRIVE, TOOTGAROOK",-38.38365600,144.85010800,3,1,1,$500,none,July 2022,3941
0,"7 LANCIA DRIVE, TOOTGAROOK",-38.38365600,144.85010800,3,1,1,$400 per week,none,February 2019,3941
0,"8 KEITH STREET, TOOTGAROOK",-38.374158002,144.8517137002,3,2,1,$480 per week,House,July 2022,3941
0,"8 KEITH STREET, TOOTGAROOK",-38.374158002,144.8517137002,3,2,1,$480 per week,House,July 2022,3941
0,"8 KEITH STREET, TOOTGAROOK",-38.374158002,144.8517137002,3,2,1,$360 Weekly,House,June 2020,3941
0,"8 KEITH STREET, TOOTGAROOK",-38.374158002,144.8517137002,3,2,1,$360,House,June 2020,3941
0,"8 KEITH STREET, TOOTGAROOK",-38.374158002,144.8517137002,3,2,1,$360 p.w.,House,June 2020,3941
0,"8 KEITH STREET, TOOTGAROOK",-38.374158002,144.8517137002,3,2,1,$360 pw,House,June 2020,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$410 per week,House,July 2022,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$410 per week,House,July 2022,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$410 per week,House,December 2021,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$410,House,December 2021,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$380,House,January 2021,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$380 p.w.,House,January 2021,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$380 Weekly,House,January 2021,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$320 p.w.,House,September 2014,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$320 pw,House,September 2014,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$320,House,September 2014,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$320,House,March 2014,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$330 pe...,House,September 2011,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$270 p.w.,House,May 2009,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$270 pw,House,May 2009,3941
0,"8 BOOMERANG COURT, TOOTGAROOK",-38.3825790,144.8547650,3,1,1,$270,House,May 2009,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$420 per week,House,July 2022,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$420 per week,House,July 2022,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$420 per week,House,January 2022,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$420,House,January 2022,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$420 per week,House,December 2021,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$395 Weekly,House,February 2020,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$395,House,February 2020,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$395 p.w.,House,February 2020,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$395 pw,House,February 2020,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$395,House,January 2020,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$345,House,August 2017,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$345 p.w.,House,August 2017,3941
0,"8 WILKINSON STREET, TOOTGAROOK",-38.36830400,144.86108100,3,1,none,$345 pw,House,August 2017,3941
