,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"563 EVANS ROAD, YABBA NORTH",-36.249293,145.762445,4,2,3,$320 Weekly,House,August 2014,3646
0,"563 EVANS ROAD, YABBA NORTH",-36.249293,145.762445,4,2,3,$320 Weekly,House,August 2014,3646
0,"29 GIBSON ROAD, YABBA NORTH",-36.2273161,145.6429268,2,1,2,$200 pw,none,April 2008,3646
0,"29 GIBSON ROAD, YABBA NORTH",-36.2273161,145.6429268,2,1,2,$200 pw,none,April 2008,3646
0,"29 GIBSON ROAD, YABBA NORTH",-36.2273161,145.6429268,2,1,2,$200,none,April 2008,3646
0,"29 GIBSON ROAD, YABBA NORTH",-36.2273161,145.6429268,2,1,2,$200,none,December 2007,3646
0,"41 RAILWAY AVENUE, YACKANDANDAH",-36.30912001,146.84527001,1,1,1,per week,Unit,June 2022,3749
0,"41 RAILWAY AVENUE, YACKANDANDAH",-36.30912001,146.84527001,1,1,1,per week,Unit,July 2022,3749
0,"41 RAILWAY AVENUE, YACKANDANDAH",-36.30912001,146.84527001,1,1,1,$330 per week,Unit,June 2022,3749
0,"41 RAILWAY AVENUE, YACKANDANDAH",-36.30912001,146.84527001,1,1,1,$330,Unit,June 2022,3749
0,"39 RAILWAY AVENUE, YACKANDANDAH",-36.3099756002,146.8435739002,2,1,1,per week,House,June 2022,3749
0,"39 RAILWAY AVENUE, YACKANDANDAH",-36.3099756002,146.8435739002,2,1,1,per week,House,June 2022,3749
0,"39 RAILWAY AVENUE, YACKANDANDAH",-36.3099756002,146.8435739002,2,1,1,$370 pw,House,June 2022,3749
0,"39 RAILWAY AVENUE, YACKANDANDAH",-36.3099756002,146.8435739002,2,1,1,$370 per week,House,June 2022,3749
0,"39 RAILWAY AVENUE, YACKANDANDAH",-36.3099756002,146.8435739002,2,1,1,$370,House,June 2022,3749
0,"14 TARRANT LANE, YACKANDANDAH",-36.3235,146.822148,3,3,2,$450 per week,Rental_residential,June 2022,3749
0,"14 TARRANT LANE, YACKANDANDAH",-36.3235,146.822148,3,3,2,$450 per week,Rental_residential,June 2022,3749
0,"14 TARRANT LANE, YACKANDANDAH",-36.3235,146.822148,3,3,2,$450,Rental_residential,June 2022,3749
0,"2/22 HAMMOND STREET, YACKANDANDAH",-36.312121,146.838448,2,1,2,$350 per week,Rental_residential,June 2022,3749
0,"2/22 HAMMOND STREET, YACKANDANDAH",-36.312121,146.838448,2,1,2,$350 per week,Rental_residential,June 2022,3749
0,"2/22 HAMMOND STREET, YACKANDANDAH",-36.312121,146.838448,2,1,2,$350,Rental_residential,June 2022,3749
0,"2/22 HAMMOND STREET, YACKANDANDAH",-36.312121,146.838448,2,1,2,$290,Rental_residential,July 2019,3749
0,"2/22 HAMMOND STREET, YACKANDANDAH",-36.312121,146.838448,2,1,2,$290,Rental_residential,January 2019,3749
0,"2/22 HAMMOND STREET, YACKANDANDAH",-36.312121,146.838448,2,1,2,$290 per week,Rental_residential,September 2018,3749
0,"2/22 HAMMOND STREET, YACKANDANDAH",-36.312121,146.838448,2,1,2,$290,Rental_residential,September 2018,3749
0,"2/22 HAMMOND STREET, YACKANDANDAH",-36.312121,146.838448,2,1,2,$250 per week,Rental_residential,August 2013,3749
0,"15 HAMMOND STREET, YACKANDANDAH",-36.311627,146.839458,3,1,2,$520 per week,House,December 2021,3749
0,"15 HAMMOND STREET, YACKANDANDAH",-36.311627,146.839458,3,1,2,$520 per week,House,December 2021,3749
0,"15 HAMMOND STREET, YACKANDANDAH",-36.311627,146.839458,3,1,2,$520,House,December 2021,3749
0,"15 HAMMOND STREET, YACKANDANDAH",-36.311627,146.839458,3,1,2,$520 per week,House,May 2021,3749
0,"12A WILLIAM STREET, YACKANDANDAH",-36.31383001,146.8414001,2,1,1,$290 per week,Townhouse,October 2021,3749
0,"12A WILLIAM STREET, YACKANDANDAH",-36.31383001,146.8414001,2,1,1,$290 per week,Townhouse,October 2021,3749
0,"12A WILLIAM STREET, YACKANDANDAH",-36.31383001,146.8414001,2,1,1,$290,Townhouse,October 2021,3749
0,"12A WILLIAM STREET, YACKANDANDAH",-36.31383001,146.8414001,2,1,1,$285 per week,Townhouse,April 2021,3749
0,"5 CHURCH STREET, YACKANDANDAH",-36.31314001,146.84214001,3,1,4,$400,none,October 2021,3749
0,"5 CHURCH STREET, YACKANDANDAH",-36.31314001,146.84214001,3,1,4,$400,none,October 2021,3749
0,"4 PARKES ST, YACKANDANDAH",-36.3122236002,146.8498336002,3,2,2,$360 per week,House,October 2021,3749
0,"4 PARKES ST, YACKANDANDAH",-36.3122236002,146.8498336002,3,2,2,$360 per week,House,October 2021,3749
0,"37 TWIST CREEK ROAD, YACKANDANDAH",-36.313618,146.830065,4,2,2,$390 p.w.,House,October 2021,3749
0,"37 TWIST CREEK ROAD, YACKANDANDAH",-36.313618,146.830065,4,2,2,$390 p.w.,House,October 2021,3749
0,"37 TWIST CREEK ROAD, YACKANDANDAH",-36.313618,146.830065,4,2,2,$390 per week,House,August 2021,3749
0,"37 TWIST CREEK ROAD, YACKANDANDAH",-36.313618,146.830065,4,2,2,$390,House,August 2021,3749
0,"37 TWIST CREEK ROAD, YACKANDANDAH",-36.313618,146.830065,4,2,2,$390 Weekly,House,August 2021,3749
0,"37 TWIST CREEK ROAD, YACKANDANDAH",-36.313618,146.830065,4,2,2,$390 Weekly,House,June 2021,3749
