,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"7316 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.864202,145.570739,1,1,1,$250 pw,Studio,July 2022,3644
0,"7316 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.864202,145.570739,1,1,1,$250 pw,Studio,July 2022,3644
0,"7316 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.864202,145.570739,1,1,1,$200 per week,Studio,October 2016,3644
0,"7316 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.864202,145.570739,1,1,1,$200 per week,Studio,September 2014,3644
0,"7316 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.864202,145.570739,1,1,1,$200 per week,Studio,December 2013,3644
0,"7316 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.864202,145.570739,1,1,1,$200 pw,Studio,December 2013,3644
0,"7316 GOULBURN VALLEY HWY, KOONOOMOO",-35.8177098002,145.5570028002,1,1,none,$250 pw,Unit/apmt,July 2022,3644
0,"7316 GOULBURN VALLEY HWY, KOONOOMOO",-35.8177098002,145.5570028002,1,1,none,$250 pw,Unit/apmt,July 2022,3644
0,"466 KENNY RD, KOONOOMOO",-35.8832828,145.5598569,3,1,none,$350 pw,House,March 2022,3644
0,"466 KENNY RD, KOONOOMOO",-35.8832828,145.5598569,3,1,none,$350 pw,House,March 2022,3644
0,"466 KENNY RD, KOONOOMOO",-35.8832828,145.5598569,3,1,none,$350 pw,House,May 2018,3644
0,"7017 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.8336565002,145.5605172002,3,2,2,$350 Weekly,House,April 2020,3644
0,"7017 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.8336565002,145.5605172002,3,2,2,$350 Weekly,House,April 2020,3644
0,"7017 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.8336565002,145.5605172002,3,2,2,$350,House,April 2020,3644
0,"120 TORGANNAH ROAD, KOONOOMOO",-35.8732740,145.5801080,3,1,1,$400 - $400,Rental_residential,February 2020,3644
0,"120 TORGANNAH ROAD, KOONOOMOO",-35.8732740,145.5801080,3,1,1,$400 - $400,Rental_residential,February 2020,3644
0,"120 TORGANNAH ROAD, KOONOOMOO",-35.8732740,145.5801080,3,1,1,$390,Rental_residential,October 2019,3644
0,"120 TORGANNAH ROAD, KOONOOMOO",-35.8732740,145.5801080,3,1,1,$390 - $390,Rental_residential,October 2019,3644
0,"120 TORGANNAH ROAD, KOONOOMOO",-35.8732740,145.5801080,3,1,1,$390,Rental_residential,May 2019,3644
0,"120 TORGANNAH ROAD, KOONOOMOO",-35.8732740,145.5801080,3,1,1,$390,Rental_residential,April 2019,3644
0,"120 TORGANNAH ROAD, KOONOOMOO",-35.8732740,145.5801080,3,1,1,$390,Rental_residential,April 2018,3644
0,"120 TORGANNAH ROAD, KOONOOMOO",-35.8732740,145.5801080,3,1,1,$390,Rental_residential,March 2018,3644
0,"52 KANGAN ROAD, KOONOOMOO",-35.885646,145.571716,3,1,1,$250,none,April 2019,3644
0,"52 KANGAN ROAD, KOONOOMOO",-35.885646,145.571716,3,1,1,$250,none,April 2019,3644
0,"52 KANGAN ROAD, KOONOOMOO",-35.885646,145.571716,3,1,1,$220,none,July 2018,3644
0,"52 KANGAN ROAD, KOONOOMOO",-35.885646,145.571716,3,1,1,$240,none,April 2018,3644
0,"52 KANGAN ROAD, KOONOOMOO",-35.885646,145.571716,3,1,1,$220,none,February 2018,3644
0,"52 KANGAN ROAD, KOONOOMOO",-35.885646,145.571716,3,1,1,$250,none,July 2016,3644
0,"52 KANGAN ROAD, KOONOOMOO",-35.885646,145.571716,3,1,1,$220,none,March 2015,3644
0,"52 KANGAN ROAD, KOONOOMOO",-35.885646,145.571716,3,1,1,$190 p.w.,none,March 2014,3644
0,"16 NAUGHTON RD, KOONOOMOO",-35.8875184,145.5687648,3,1,none,$295 per week,House,November 2018,3644
0,"16 NAUGHTON RD, KOONOOMOO",-35.8875184,145.5687648,3,1,none,$295 per week,House,December 2018,3644
0,"16 NAUGHTON RD, KOONOOMOO",-35.8875184,145.5687648,3,1,none,$295 per week,House,September 2018,3644
0,"16 NAUGHTON ROAD, KOONOOMOO",-35.8875184,145.5687648,3,1,none,$295,House,November 2018,3644
0,"16 NAUGHTON ROAD, KOONOOMOO",-35.8875184,145.5687648,3,1,none,$295,House,December 2018,3644
0,"154 TORGANNAH RD, KOONOOMOO",-35.869465,145.5774633,4,3,5,$390 per week,Rental_residential,September 2018,3644
0,"154 TORGANNAH RD, KOONOOMOO",-35.869465,145.5774633,4,3,5,$390 per week,Rental_residential,September 2018,3644
0,"154 TORGANNAH ROAD, KOONOOMOO",-35.869465,145.5774633,4,3,5,$390,House,September 2018,3644
0,"154 TORGANNAH ROAD, KOONOOMOO",-35.869465,145.5774633,4,3,5,$390,House,September 2018,3644
0,"7075 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.885137,145.573366,3,1,2,$300,none,July 2018,3644
0,"7075 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.885137,145.573366,3,1,2,$300,none,July 2018,3644
0,"7075 GOULBURN VALLEY HIGHWAY, KOONOOMOO",-35.885137,145.573366,3,1,2,$250,none,September 2014,3644
0,"466 KENNY ROAD, KOONOOMOO",-35.883322,145.560482,3,1,2,$350 pw,House,May 2018,3644
0,"466 KENNY ROAD, KOONOOMOO",-35.883322,145.560482,3,1,2,$350 pw,House,May 2018,3644
0,"466 KENNY ROAD, KOONOOMOO",-35.883322,145.560482,3,1,2,$380,House,May 2015,3644
0,"86 TORGANNAH ROAD, KOONOOMOO",-35.875161,145.579878,3,1,2,$300 per week,House,January 2018,3644
0,"86 TORGANNAH ROAD, KOONOOMOO",-35.875161,145.579878,3,1,2,$300 per week,House,January 2018,3644
0,"86 TORGANNAH ROAD, KOONOOMOO",-35.875161,145.579878,3,1,2,$300,House,January 2018,3644
0,"86 TORGANNAH ROAD, KOONOOMOO",-35.875161,145.579878,3,1,2,$300 per week,House,November 2017,3644
0,"86 TORGANNAH ROAD, KOONOOMOO",-35.875161,145.579878,3,1,2,$250,House,December 2014,3644
0,"LEVEL 86/86 TORGANNAH ROAD, KOONOOMOO",-35.8756034,145.5763882,3,1,none,$300,none,November 2017,3644
0,"LEVEL 86/86 TORGANNAH ROAD, KOONOOMOO",-35.8756034,145.5763882,3,1,none,$300,none,November 2017,3644
0,"7316 GOULBURN VALLEY HIGWAY, KOONOOMOO",-35.8651908,145.5691805,2,1,none,$230,none,June 2017,3644
0,"7316 GOULBURN VALLEY HIGWAY, KOONOOMOO",-35.8651908,145.5691805,2,1,none,$230,none,June 2017,3644
0,"7316 GOULBURN VALLEY HIGWAY, KOONOOMOO",-35.8651908,145.5691805,2,1,none,$230,none,November 2016,3644
0,"0000 GOLBURN VALLEY HIGHWAY, KOONOOMOO",-35.8627674,145.5655353,2,1,2,$230,House,December 2016,3644
0,"0000 GOLBURN VALLEY HIGHWAY, KOONOOMOO",-35.8627674,145.5655353,2,1,2,$230,House,December 2016,3644
0,"52 KANGAN DRIVE, KOONOOMOO",-35.8852131,145.5724953,3,1,1,$230,House,December 2016,3644
0,"52 KANGAN DRIVE, KOONOOMOO",-35.8852131,145.5724953,3,1,1,$230,House,December 2016,3644
0,"240 TORGANNAH RD, KOONOOMOO",-35.862197,145.581731,4,2,1,$295 Weekly,House,December 2015,3644
0,"240 TORGANNAH RD, KOONOOMOO",-35.862197,145.581731,4,2,1,$295 Weekly,House,January 2016,3644
0,"170 TORGANNAH ROAD, KOONOOMOO",-35.866378,145.582654,4,1,2,$200 per week,none,July 2015,3644
0,"170 TORGANNAH ROAD, KOONOOMOO",-35.866378,145.582654,4,1,2,$200 per week,none,July 2015,3644
0,"198 TORGANNAH ROAD, KOONOOMOO",-35.866398,145.578269,4,1,none,$190 per week,none,October 2014,3644
0,"198 TORGANNAH ROAD, KOONOOMOO",-35.866398,145.578269,4,1,none,$190 per week,none,October 2014,3644
0,"240 TORGANNAH ROAD, KOONOOMOO",-35.862197,145.581731,4,2,1,$295 Weekly,House,March 2014,3644
0,"240 TORGANNAH ROAD, KOONOOMOO",-35.862197,145.581731,4,2,1,$295 Weekly,House,March 2014,3644
