,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"96 ROWAN STREET, BENDIGO",-36.7596483,144.2700047,2,1,1,$250 pw,none,December 2021,3550
0,"96 ROWAN STREET, BENDIGO",-36.7596483,144.2700047,2,1,1,$250 pw,none,August 2017,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$400 per week,House,December 2021,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$400 per week,House,December 2021,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$380 per week,House,December 2021,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$400,House,December 2021,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$400 per week,House,September 2021,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$400 per week,House,June 2021,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$370 per week,House,January 2020,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$380 per week,House,January 2020,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$380,House,December 2019,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$280 per week,House,October 2009,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$280 pe...,House,September 2009,3550
0,"27 HILL STREET, BENDIGO",-36.747744,144.266482,3,1,3,$280 per week,House,September 2009,3550
0,"120 BROUGHAM STREET, BENDIGO",-36.76288001,144.28843001,5,3,2,$550 per week,House,December 2021,3550
0,"120 BROUGHAM STREET, BENDIGO",-36.76288001,144.28843001,5,3,2,$550 per week,House,December 2021,3550
0,"120 BROUGHAM STREET, BENDIGO",-36.76288001,144.28843001,5,3,2,$550,House,December 2021,3550
0,"6/342-344 NAPIER STREET, BENDIGO",-36.7431951,144.2960849,3,2,3,$420 pw,Townhouse,December 2021,3550
0,"6/342-344 NAPIER STREET, BENDIGO",-36.7431951,144.2960849,3,2,3,$420 pw,Townhouse,December 2021,3550
0,"6/342-344 NAPIER STREET, BENDIGO",-36.7431951,144.2960849,3,2,3,$420,Townhouse,December 2021,3550
0,"6/342-344 NAPIER STREET, BENDIGO",-36.7431951,144.2960849,3,2,3,$380 pw,Townhouse,January 2018,3550
0,"6/342-344 NAPIER STREET, BENDIGO",-36.7431951,144.2960849,3,2,3,$380,Townhouse,January 2018,3550
0,"2/8 REVERIE STREET, BENDIGO",-36.747125,144.265433,2,1,1,$180 per week,House,December 2021,3550
0,"2/8 REVERIE STREET, BENDIGO",-36.747125,144.265433,2,1,1,$180 per week,House,December 2021,3550
0,"2/8 REVERIE STREET, BENDIGO",-36.747125,144.265433,2,1,1,$180,House,December 2021,3550
0,"2/8 REVERIE STREET, BENDIGO",-36.747125,144.265433,2,1,1,$290 per week,House,November 2021,3550
0,"2/8 REVERIE STREET, BENDIGO",-36.747125,144.265433,2,1,1,$180 pw,House,August 2015,3550
0,"314 VIEW STREET, BENDIGO",-36.750636,144.270795,3,1,4,$480,none,December 2021,3550
0,"314 VIEW STREET, BENDIGO",-36.750636,144.270795,3,1,4,$480,none,December 2021,3550
0,"314 VIEW STREET, BENDIGO",-36.750636,144.270795,3,1,4,$480 per week,none,December 2021,3550
0,"314 VIEW STREET, BENDIGO",-36.750636,144.270795,3,1,4,$400 per week,none,February 2020,3550
0,"314 VIEW STREET, BENDIGO",-36.750636,144.270795,3,1,4,$400 per week,none,January 2020,3550
0,"314 VIEW STREET, BENDIGO",-36.750636,144.270795,3,1,4,$400,none,December 2019,3550
0,"209 BARNARD STREET, BENDIGO",-36.755709,144.273655,3,2,2,$500 per week,Apartment,December 2021,3550
0,"209 BARNARD STREET, BENDIGO",-36.755709,144.273655,3,2,2,$500 per week,Apartment,December 2021,3550
0,"209 BARNARD STREET, BENDIGO",-36.755709,144.273655,3,2,2,$500,Apartment,December 2021,3550
0,"209 BARNARD STREET, BENDIGO",-36.755709,144.273655,3,2,2,$480 per week,Apartment,July 2020,3550
0,"209 BARNARD STREET, BENDIGO",-36.755709,144.273655,3,2,2,$500 per week,Apartment,July 2020,3550
0,"209 BARNARD STREET, BENDIGO",-36.755709,144.273655,3,2,2,$500 per week,Apartment,March 2020,3550
0,"209 BARNARD STREET, BENDIGO",-36.755709,144.273655,3,2,2,$480,Apartment,August 2019,3550
0,"209 BARNARD STREET, BENDIGO",-36.755709,144.273655,3,2,2,$480 per week,Apartment,August 2019,3550
0,"3, 94-98 MITCHELL STREET, BENDIGO",-36.76267001,144.28155001,1,1,none,$350 per week,Unit/apmt,November 2021,3550
0,"3, 94-98 MITCHELL STREET, BENDIGO",-36.76267001,144.28155001,1,1,none,$350 per week,Unit/apmt,November 2021,3550
0,"3, 94-98 MITCHELL STREET, BENDIGO",-36.76267001,144.28155001,1,1,none,$350 per week,Unit/apmt,March 2021,3550
0,"7, 16 STEVENSON STREET, BENDIGO",-36.7502001,144.27069001,2,1,none,,House,November 2021,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,$290 per week,Unit/apmt,November 2021,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,$290 per week,Unit/apmt,November 2021,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,$350,Unit/apmt,November 2021,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,$290 per week,Unit/apmt,January 2021,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,$270 per week,Unit/apmt,November 2017,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,$270 per week,Unit/apmt,April 2017,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,$250 per week,Unit/apmt,April 2011,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,$230 pw,Unit/apmt,April 2009,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,To Let,Unit/apmt,March 2009,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,$210 pw,Unit/apmt,March 2008,3550
0,"2/9 CARWARDINE STREET, BENDIGO",-36.750333,144.294090,3,1,1,$210,Unit/apmt,March 2008,3550
0,"3/66 LILAC STREET, BENDIGO",-36.7588520,144.2631510,2,1,1,$345 per week,Unit/apmt,November 2021,3550
0,"3/66 LILAC STREET, BENDIGO",-36.7588520,144.2631510,2,1,1,$345 per week,Unit/apmt,November 2021,3550
0,"3/66 LILAC STREET, BENDIGO",-36.7588520,144.2631510,2,1,1,$345,Unit/apmt,November 2021,3550
0,"3/66 LILAC STREET, BENDIGO",-36.7588520,144.2631510,2,1,1,$295 per week,Unit/apmt,August 2020,3550
0,"3/66 LILAC STREET, BENDIGO",-36.7588520,144.2631510,2,1,1,$255 per week,Unit/apmt,July 2014,3550
0,"45 KOOKABURRA AVENUE, BENDIGO",-36.739457,144.273755,3,1,2,$330 per week,House,November 2021,3550
0,"45 KOOKABURRA AVENUE, BENDIGO",-36.739457,144.273755,3,1,2,$330 per week,House,November 2021,3550
0,"45 KOOKABURRA AVENUE, BENDIGO",-36.739457,144.273755,3,1,2,$330 per week,House,October 2021,3550
0,"45 KOOKABURRA AVENUE, BENDIGO",-36.739457,144.273755,3,1,2,$270 per week,House,September 2021,3550
0,"45 KOOKABURRA AVENUE, BENDIGO",-36.739457,144.273755,3,1,2,$330 per week,House,September 2021,3550
0,"45 KOOKABURRA AVENUE, BENDIGO",-36.739457,144.273755,3,1,2,$330,House,September 2021,3550
0,"45 KOOKABURRA AVENUE, BENDIGO",-36.739457,144.273755,3,1,2,$270 per week,House,September 2018,3550
0,"45 KOOKABURRA AVENUE, BENDIGO",-36.739457,144.273755,3,1,2,$270,House,August 2018,3550
0,"45 KOOKABURRA AVENUE, BENDIGO",-36.739457,144.273755,3,1,2,$270 per week,House,November 2017,3550
0,"45 KOOKABURRA AVENUE, BENDIGO",-36.739457,144.273755,3,1,2,$200,House,January 2007,3550
0,"9 HARRISON STREET, BENDIGO",-36.7508510,144.2672590,2,1,2,$480 per week,House,November 2021,3550
0,"9 HARRISON STREET, BENDIGO",-36.7508510,144.2672590,2,1,2,$480 per week,House,November 2021,3550
0,"9 HARRISON STREET, BENDIGO",-36.7508510,144.2672590,2,1,2,$480,House,November 2021,3550
0,"9 HARRISON STREET, BENDIGO",-36.7508510,144.2672590,2,1,2,$340 per week,House,August 2012,3550
0,"9 HARRISON STREET, BENDIGO",-36.7508510,144.2672590,2,1,2,$340 per week,House,July 2012,3550
0,"9 HARRISON STREET, BENDIGO",-36.7508510,144.2672590,2,1,2,$330 per week,House,September 2010,3550
0,"9 HARRISON STREET, BENDIGO",-36.7508510,144.2672590,2,1,2,$330 per week,House,June 2010,3550
