,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"711/500 FLINDERS STREET, MELBOURNE",-37.819999,144.957834,1,1,none,$250,Available Now,September 2022,3000
0,"711/500 FLINDERS STREET, MELBOURNE",-37.819999,144.957834,1,1,none,$250,Available Now,September 2022,3000
0,"711/500 FLINDERS STREET, MELBOURNE",-37.819999,144.957834,1,1,none,$210 Weekly,Available Now,September 2021,3000
0,"4916/228 LA TROBE STREET, MELBOURNE",-37.80966001,144.96228001,2,2,none,$900,Available Now,September 2022,3000
0,"4916/228 LA TROBE STREET, MELBOURNE",-37.80966001,144.96228001,2,2,none,$900,Available Now,September 2022,3000
0,"CAR PARK L05C2/285 LA TROBE STREET, MELBOURNE",-37.8107001,144.96081001,none,none,1,$60,Available Now,September 2022,3000
0,"CAR PARK L05C2/285 LA TROBE STREET, MELBOURNE",-37.8107001,144.96081001,none,none,1,$60,Available Now,September 2022,3000
0,"340/44 SPENCER STREET, MELBOURNE",-37.8054093002,144.942993002,none,1,none,$340,Available Now,September 2022,3000
0,"340/44 SPENCER STREET, MELBOURNE",-37.8054093002,144.942993002,none,1,none,$340,Available Now,September 2022,3000
0,"340/44 SPENCER STREET, MELBOURNE",-37.8054093002,144.942993002,none,1,none,$300 pw,Available Now,December 2021,3000
0,"340/44 SPENCER STREET, MELBOURNE",-37.8054093002,144.942993002,none,1,none,$300,Available Now,July 2021,3000
0,"340/44 SPENCER STREET, MELBOURNE",-37.8054093002,144.942993002,none,1,none,$300,Available Now,June 2020,3000
0,"340/44 SPENCER STREET, MELBOURNE",-37.8054093002,144.942993002,none,1,none,$335,Available Now,July 2019,3000
0,"520/585 LATROBE STREET, MELBOURNE, MELBOURNE",-37.851311,144.989177,3,2,none,"$1,290",Available Now,September 2022,3000
0,"520/585 LATROBE STREET, MELBOURNE, MELBOURNE",-37.851311,144.989177,3,2,none,"$1,290",Available Now,September 2022,3000
0,"520/585 LATROBE STREET, MELBOURNE, MELBOURNE",-37.851311,144.989177,3,2,none,"$1,290",Available Now,July 2022,3000
0,"520/585 LATROBE STREET, MELBOURNE, MELBOURNE",-37.851311,144.989177,3,2,none,"$1,290",Available Now,July 2021,3000
0,"520/585 LATROBE STREET, MELBOURNE, MELBOURNE",-37.851311,144.989177,3,2,none,"$1,290",Available Now,February 2021,3000
0,"520/585 LATROBE STREET, MELBOURNE, MELBOURNE",-37.851311,144.989177,3,2,none,"$1,290",Available Now,November 2019,3000
0,"520/585 LATROBE STREET, MELBOURNE, MELBOURNE",-37.851311,144.989177,3,2,none,"$1,290 per week",Available Now,October 2018,3000
0,"520/585 LATROBE STREET, MELBOURNE, MELBOURNE",-37.851311,144.989177,3,2,none,"$1,290",Available Now,March 2018,3000
0,"520/585 LATROBE STREET, MELBOURNE, MELBOURNE",-37.851311,144.989177,3,2,none,"$1,290 per week",Available Now,August 2017,3000
0,"3712/134-160 SPENCER STREET, MELBOURNE",-37.81743001,144.95365001,2,2,none,$750,Available Now,September 2022,3000
0,"3712/134-160 SPENCER STREET, MELBOURNE",-37.81743001,144.95365001,2,2,none,$750,Available Now,September 2022,3000
0,"1119/268 FLINDERS STREET, MELBOURNE",-37.8178610,144.9655548,1,1,none,$250,Available Now,September 2022,3000
