,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"2 LOCKHART AVENUE, ATTWOOD",-37.6726202002,144.8932249002,5,2,4,$600,Rental_residential,September 2022,3049
0,"2 LOCKHART AVENUE, ATTWOOD",-37.6726202002,144.8932249002,5,2,4,$600,Rental_residential,September 2022,3049
0,"2 LOCKHART AVENUE, ATTWOOD",-37.6726202002,144.8932249002,5,2,4,$575,Rental_residential,September 2020,3049
0,"2 LOCKHART AVENUE, ATTWOOD",-37.6726202002,144.8932249002,5,2,4,$575 pw,Rental_residential,September 2020,3049
0,"2 LOCKHART AVENUE, ATTWOOD",-37.6726202002,144.8932249002,5,2,4,$575 per week,Rental_residential,September 2020,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$365 per week,House,August 2022,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$365 per week,House,August 2022,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$365,House,August 2022,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$345,House,December 2016,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$345 per week,House,December 2016,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$345 pw,House,December 2016,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$300 per week,House,August 2012,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$300 p.w.,House,August 2012,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$300 pw,House,August 2012,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$300,House,August 2012,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$320,House,July 2012,3049
0,"183 ERINBANK CRESCENT, ATTWOOD",-37.670065,144.899590,3,1,2,$350 Weekly,House,November 2008,3049
0,"40 THREADNEEDLE STREET, ATTWOOD",-37.6708719,144.8781483,4,2,2,$700,Available Now,August 2022,3049
0,"40 THREADNEEDLE STREET, ATTWOOD",-37.6708719,144.8781483,4,2,2,$700,Available Now,August 2022,3049
0,"40 THREADNEEDLE STREET, ATTWOOD",-37.6708719,144.8781483,4,2,2,$800 per week,Available Now,April 2021,3049
0,"40 THREADNEEDLE STREET, ATTWOOD",-37.6708719,144.8781483,4,2,2,$800,Available Now,April 2021,3049
0,"12 CHISHOLM AVENUE, ATTWOOD",-37.668797,144.896997,3,1,1,$430 per week,none,August 2022,3049
0,"12 CHISHOLM AVENUE, ATTWOOD",-37.668797,144.896997,3,1,1,$430 per week,none,August 2022,3049
0,"12 CHISHOLM AVENUE, ATTWOOD",-37.668797,144.896997,3,1,1,$430,none,August 2022,3049
0,"12 CHISHOLM AVENUE, ATTWOOD",-37.668797,144.896997,3,1,1,$430 per week,none,July 2022,3049
0,"12 CHISHOLM AVENUE, ATTWOOD",-37.668797,144.896997,3,1,1,$430 per week,none,June 2022,3049
0,"1/25 HARRICKS CRESCENT, ATTWOOD",-37.67248100,144.89539600,3,2,1,$380 per week,House,August 2022,3049
0,"1/25 HARRICKS CRESCENT, ATTWOOD",-37.67248100,144.89539600,3,2,1,$380 per week,House,August 2022,3049
0,"1/25 HARRICKS CRESCENT, ATTWOOD",-37.67248100,144.89539600,3,2,1,$380,House,August 2022,3049
0,"1/25 HARRICKS CRESCENT, ATTWOOD",-37.67248100,144.89539600,3,2,1,$380,House,March 2020,3049
0,"1/25 HARRICKS CRESCENT, ATTWOOD",-37.67248100,144.89539600,3,2,1,$380,House,February 2020,3049
0,"1/25 HARRICKS CRESCENT, ATTWOOD",-37.67248100,144.89539600,3,2,1,$380 p.w.,House,February 2020,3049
0,"1/25 HARRICKS CRESCENT, ATTWOOD",-37.67248100,144.89539600,3,2,1,$380 - $380,House,February 2020,3049
0,"1/25 HARRICKS CRESCENT, ATTWOOD",-37.67248100,144.89539600,3,2,1,$380,House,April 2019,3049
0,"1/25 HARRICKS CRESCENT, ATTWOOD",-37.67248100,144.89539600,3,2,1,$380 p.w.,House,April 2019,3049
0,"2 MACKINNON COURT, ATTWOOD",-37.67105,144.898735,3,1,2,$380 per week,House,July 2022,3049
0,"2 MACKINNON COURT, ATTWOOD",-37.67105,144.898735,3,1,2,$380 per week,House,July 2022,3049
0,"2 MACKINNON COURT, ATTWOOD",-37.67105,144.898735,3,1,2,$380 per week,House,May 2022,3049
0,"2 MACKINNON COURT, ATTWOOD",-37.67105,144.898735,3,1,2,$380,House,May 2022,3049
0,"2 MACKINNON COURT, ATTWOOD",-37.67105,144.898735,3,1,2,$340 Weekly,House,March 2017,3049
0,"13 THE CREST, ATTWOOD",-37.673400,144.888719,4,2,2,$480 per week,none,June 2022,3049
0,"13 THE CREST, ATTWOOD",-37.673400,144.888719,4,2,2,$480 per week,none,June 2022,3049
0,"13 THE CREST, ATTWOOD",-37.673400,144.888719,4,2,2,$330 p.w.,none,February 2009,3049
0,"13 THE CREST, ATTWOOD",-37.673400,144.888719,4,2,2,$330 pw,none,February 2009,3049
0,"13 THE CREST, ATTWOOD",-37.673400,144.888719,4,2,2,$330,none,February 2009,3049
0,"13 THE CREST, ATTWOOD",-37.673400,144.888719,4,2,2,$290,none,October 2006,3049
0,"31 THE CREST, ATTWOOD",-37.6728530,144.8883340,3,2,2,$400 per week,none,June 2022,3049
0,"31 THE CREST, ATTWOOD",-37.6728530,144.8883340,3,2,2,$400 per week,none,June 2022,3049
0,"31 THE CREST, ATTWOOD",-37.6728530,144.8883340,3,2,2,$400,none,June 2022,3049
0,"31 THE CREST, ATTWOOD",-37.6728530,144.8883340,3,2,2,"$420 - $1,826 pw",none,June 2022,3049
0,"31 THE CREST, ATTWOOD",-37.6728530,144.8883340,3,2,2,$380 per week,none,March 2020,3049
0,"31 THE CREST, ATTWOOD",-37.6728530,144.8883340,3,2,2,$360 per week,none,March 2015,3049
