,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"14 ST HELENA ROAD, SULKY",-37.4812863002,143.8534328002,3,1,2,$280 per week,House,July 2022,3352
0,"14 ST HELENA ROAD, SULKY",-37.4812863002,143.8534328002,3,1,2,$280 per week,House,July 2022,3352
0,"14 ST HELENA ROAD, SULKY",-37.4812863002,143.8534328002,3,1,2,$300 per week,House,November 2021,3352
0,"1 BRACK COURT, SUNBURY",-37.572594,144.713091,3,1,2,$400 per week,House,September 2022,3429
0,"1 BRACK COURT, SUNBURY",-37.572594,144.713091,3,1,2,$400 per week,House,September 2022,3429
0,"1 BRACK COURT, SUNBURY",-37.572594,144.713091,3,1,2,$400,House,September 2022,3429
0,"1 BRACK COURT, SUNBURY",-37.572594,144.713091,3,1,2,$390,House,October 2020,3429
0,"1 BRACK COURT, SUNBURY",-37.572594,144.713091,3,1,2,$390 p.w.,House,August 2020,3429
0,"1 BRACK COURT, SUNBURY",-37.572594,144.713091,3,1,2,$390,House,August 2020,3429
0,"235 GAP ROAD, SUNBURY",-37.5777225,144.7002874,4,2,2,$560 per week,House,September 2022,3429
0,"235 GAP ROAD, SUNBURY",-37.5777225,144.7002874,4,2,2,$560 per week,House,September 2022,3429
0,"235 GAP ROAD, SUNBURY",-37.5777225,144.7002874,4,2,2,$560,House,September 2022,3429
0,"235 GAP ROAD, SUNBURY",-37.5777225,144.7002874,4,2,2,$560 per week,House,August 2022,3429
0,"235 GAP ROAD, SUNBURY",-37.5777225,144.7002874,4,2,2,$550 per week,House,July 2019,3429
0,"235 GAP ROAD, SUNBURY",-37.5777225,144.7002874,4,2,2,$550,House,July 2019,3429
0,"235 GAP ROAD, SUNBURY",-37.5777225,144.7002874,4,2,2,Under Application,House,January 2018,3429
0,"235 GAP ROAD, SUNBURY",-37.5777225,144.7002874,4,2,2,$550,House,January 2018,3429
0,"235 GAP ROAD, SUNBURY",-37.5777225,144.7002874,4,2,2,$550 per week,House,January 2018,3429
0,"3 WATERLOO RISE, SUNBURY",-37.5986930,144.7244550,4,2,3,$600 per week,House,September 2022,3429
0,"3 WATERLOO RISE, SUNBURY",-37.5986930,144.7244550,4,2,3,$600 per week,House,September 2022,3429
0,"3 WATERLOO RISE, SUNBURY",-37.5986930,144.7244550,4,2,3,$600 per week,House,August 2022,3429
0,"3 WATERLOO RISE, SUNBURY",-37.5986930,144.7244550,4,2,3,$570 per week,House,February 2021,3429
0,"3 WATERLOO RISE, SUNBURY",-37.5986930,144.7244550,4,2,3,$520 per week,House,February 2015,3429
0,"3 WATERLOO RISE, SUNBURY",-37.5986930,144.7244550,4,2,3,$525 Weekly,House,February 2013,3429
0,"3 WATERLOO RISE, SUNBURY",-37.5986930,144.7244550,4,2,3,$525 per week,House,February 2013,3429
0,"7 LAMBERT AVENUE, SUNBURY",-37.577025,144.708324,3,1,2,$420 per week,House,September 2022,3429
0,"7 LAMBERT AVENUE, SUNBURY",-37.577025,144.708324,3,1,2,$420 per week,House,September 2022,3429
0,"7 LAMBERT AVENUE, SUNBURY",-37.577025,144.708324,3,1,2,$420,House,September 2022,3429
0,"31 PAPERBARK AVENUE, SUNBURY",-37.5909678,144.7224395,4,2,2,$470 per week,House,September 2022,3429
0,"31 PAPERBARK AVENUE, SUNBURY",-37.5909678,144.7224395,4,2,2,$470 per week,House,September 2022,3429
0,"31 PAPERBARK AVENUE, SUNBURY",-37.5909678,144.7224395,4,2,2,$470,House,September 2022,3429
0,"31 PAPERBARK AVENUE, SUNBURY",-37.5909678,144.7224395,4,2,2,$440 pw,House,July 2016,3429
0,"14 BATES COURT, SUNBURY",-37.559501,144.706759,3,2,2,"$650,000 - $700,000",House,September 2022,3429
0,"14 BATES COURT, SUNBURY",-37.559501,144.706759,3,2,2,"$650,000 - $700,000",House,September 2022,3429
0,"57 KEITH AVENUE, SUNBURY",-37.5785670,144.6953470,4,1,2,"$550,000 - $600,000",House,September 2022,3429
0,"57 KEITH AVENUE, SUNBURY",-37.5785670,144.6953470,4,1,2,"$550,000 - $600,000",House,September 2022,3429
0,"57 KEITH AVENUE, SUNBURY",-37.5785670,144.6953470,4,1,2,$280,House,March 2017,3429
0,"57 KEITH AVENUE, SUNBURY",-37.5785670,144.6953470,4,1,2,$280 per week,House,March 2017,3429
0,"57 KEITH AVENUE, SUNBURY",-37.5785670,144.6953470,4,1,2,$270 per week,House,March 2013,3429
0,"57 KEITH AVENUE, SUNBURY",-37.5785670,144.6953470,4,1,2,$270 p.w.,House,March 2013,3429
0,"57 KEITH AVENUE, SUNBURY",-37.5785670,144.6953470,4,1,2,$270,House,March 2013,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,$460 per week,House,September 2022,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,$460 per week,House,September 2022,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,Under Application,House,August 2021,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,$395,House,June 2019,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,$395 per week,House,June 2019,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,$395 p.w.,House,June 2019,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,$350 per week,House,July 2014,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,$350 p.w.,House,July 2014,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,$350,House,July 2014,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,$340,House,May 2012,3429
0,"21 MILLER STREET, SUNBURY",-37.581021,144.721099,4,2,2,$340 per week,House,May 2012,3429
