,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"10-12 ENDEAVOUR WAY, BRAESIDE",-38.00298500,145.11763800,none,none,none,"$96,270 annually",none,July 2022,3195
0,"10-12 ENDEAVOUR WAY, BRAESIDE",-38.00298500,145.11763800,none,none,none,"$96,270 annually",none,July 2022,3195
0,"10-12 ENDEAVOUR WAY, BRAESIDE",-38.00298500,145.11763800,none,none,none,"$96,270 annually",none,November 2019,3195
0,"17A/314 GOVERNOR ROAD, BRAESIDE",-38.0094452,145.1168816,none,none,none,"$28,175",none,July 2022,3195
0,"17A/314 GOVERNOR ROAD, BRAESIDE",-38.0094452,145.1168816,none,none,none,"$28,175",none,July 2022,3195
0,"17A/314 GOVERNOR ROAD, BRAESIDE",-38.0094452,145.1168816,none,none,none,"$28,175",none,February 2022,3195
0,"17A/314 GOVERNOR ROAD, BRAESIDE",-38.0094452,145.1168816,none,none,none,"$28,175",none,November 2019,3195
0,"86 MALCOLM ROLAD, BRAESIDE",-38.00142001,145.11184001,none,none,none,"$45,900",none,July 2022,3195
0,"86 MALCOLM ROLAD, BRAESIDE",-38.00142001,145.11184001,none,none,none,"$45,900",none,July 2022,3195
0,"86 MALCOLM ROLAD, BRAESIDE",-38.00142001,145.11184001,none,none,none,"$45,900",none,March 2020,3195
0,"8/314 GOVERNOR ROAD, BRAESIDE",-38.0090803,145.1170337,none,none,none,"$23,575",none,July 2022,3195
0,"8/314 GOVERNOR ROAD, BRAESIDE",-38.0090803,145.1170337,none,none,none,"$23,575",none,July 2022,3195
0,"8/314 GOVERNOR ROAD, BRAESIDE",-38.0090803,145.1170337,none,none,none,"$25,625",none,November 2019,3195
0,"6/314 GOVERNOR ROAD, BRAESIDE",-38.0073902002,145.1047045002,none,none,none,"$18,900",none,July 2022,3195
0,"6/314 GOVERNOR ROAD, BRAESIDE",-38.0073902002,145.1047045002,none,none,none,"$18,900",none,July 2022,3195
0,"6/314 GOVERNOR ROAD, BRAESIDE",-38.0073902002,145.1047045002,none,none,none,"$18,900",none,November 2021,3195
0,"242 BOUNDARY ROAD, BRAESIDE",-37.99152001,145.1077001,none,none,none,"$65,300",none,July 2022,3195
0,"242 BOUNDARY ROAD, BRAESIDE",-37.99152001,145.1077001,none,none,none,"$65,300",none,July 2022,3195
0,"242 BOUNDARY ROAD, BRAESIDE",-37.99152001,145.1077001,none,none,none,"$65,300",none,November 2021,3195
0,"4/13-15 KEVLAR CLOSE, BRAESIDE",-37.9935293002,145.1169872002,none,none,3,"$49,280 + GST",Industrial/warehouse,May 2022,3195
0,"4/13-15 KEVLAR CLOSE, BRAESIDE",-37.9935293002,145.1169872002,none,none,3,"$49,280 + GST",Industrial/warehouse,May 2022,3195
0,"1 / 20 CANTERBURY ROAD, BRAESIDE",-38.0112404002,145.1169732002,none,none,3,per week,none,March 2022,3195
0,"1 / 20 CANTERBURY ROAD, BRAESIDE",-38.0112404002,145.1169732002,none,none,3,per week,none,March 2022,3195
0,"7 CENTURY DR, BRAESIDE",-38.0029315002,145.1076564002,none,none,none,,Industrial,March 2022,3195
0,"16/314 GOVERNOR ROAD, BRAESIDE",-38.0094452,145.1168816,none,none,none,"$23,125 + GST",none,February 2022,3195
0,"16/314 GOVERNOR ROAD, BRAESIDE",-38.0094452,145.1168816,none,none,none,"$23,125 + GST",none,February 2022,3195
0,"16/314 GOVERNOR ROAD, BRAESIDE",-38.0094452,145.1168816,none,none,none,"$18,500",none,December 2020,3195
0,"16/314 GOVERNOR ROAD, BRAESIDE",-38.0094452,145.1168816,none,none,none,"$19,440",none,December 2020,3195
0,"16/314 GOVERNOR ROAD, BRAESIDE",-38.0094452,145.1168816,none,none,none,"$19,200",none,March 2019,3195
0,"UNIT 4/13-15 KEVLAR CLOSE, BRAESIDE",-37.9935293002,145.1169872002,none,none,3,"$49,280 + GST",Commercial,December 2021,3195
0,"UNIT 4/13-15 KEVLAR CLOSE, BRAESIDE",-37.9935293002,145.1169872002,none,none,3,"$49,280 + GST",Commercial,December 2021,3195
0,"22 MACBETH STREET, BRAESIDE",-38.0038609002,145.1133205002,none,none,none,"$47,220",none,October 2021,3195
0,"22 MACBETH STREET, BRAESIDE",-38.0038609002,145.1133205002,none,none,none,"$47,220",none,October 2021,3195
0,"22 MACBETH STREET, BRAESIDE",-38.0038609002,145.1133205002,none,none,none,"$47,220",none,September 2021,3195
0,"414-426 LOWER DANDENONG ROAD, BRAESIDE",-37.98845001,145.11475001,none,none,none,"$2,049 Monthly",none,September 2021,3195
0,"414-426 LOWER DANDENONG ROAD, BRAESIDE",-37.98845001,145.11475001,none,none,none,"$2,049 Monthly",none,September 2021,3195
0,"4/238 GOVERNOR ROAD, BRAESIDE",-38.0086237002,145.1150601002,none,none,3,"$27,796 + GST",Industrial/warehouse,August 2021,3195
0,"4/238 GOVERNOR ROAD, BRAESIDE",-38.0086237002,145.1150601002,none,none,3,"$27,796 + GST",Industrial/warehouse,August 2021,3195
0,"11 CRAWFORD STREET, BRAESIDE",-38.0066646,145.1112465,none,none,none,"$60,750",none,August 2021,3195
0,"11 CRAWFORD STREET, BRAESIDE",-38.0066646,145.1112465,none,none,none,"$60,750",none,August 2021,3195
0,"11 CRAWFORD STREET, BRAESIDE",-38.0066646,145.1112465,none,none,none,Under Offer,none,August 2018,3195
0,"13 MASON DRIVE, BRAESIDE",-37.999005,145.110698,none,none,none,"$46,750 annually",none,August 2021,3195
0,"13 MASON DRIVE, BRAESIDE",-37.999005,145.110698,none,none,none,"$46,750 annually",none,August 2021,3195
0,"13 MASON DRIVE, BRAESIDE",-37.999005,145.110698,none,none,none,Under Offer,none,February 2018,3195
0,"OFFICE AREA 7 CENTURY DRIVE, BRAESIDE",-38.0038820,145.1080100,none,none,none,"$26,000 + GST",Commercial,July 2021,3195
0,"OFFICE AREA 7 CENTURY DRIVE, BRAESIDE",-38.0038820,145.1080100,none,none,none,"$26,000 + GST",Commercial,July 2021,3195
0,"37 MALCOLM ROAD, BRAESIDE",-38.0007050,145.1104720,none,none,none,Contact,none,July 2021,3195
0,"37 MALCOLM ROAD, BRAESIDE",-38.0007050,145.1104720,none,none,none,"$95,500",none,January 2018,3195
0,"37 MALCOLM ROAD, BRAESIDE",-38.0007050,145.1104720,none,none,none,"$1,600 pw",none,October 2009,3195
0,"2-4 MACBETH STREET, BRAESIDE",-38.0038609002,145.1133205002,none,none,none,"$78,000",none,June 2021,3195
