,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates,postcode
0,"81 MANNIX LANE, MANDURANG SOUTH",-36.8528001,144.28617001,none,1,none,$420 per week,Unit/apmt,June 2021,3551
0,"81 MANNIX LANE, MANDURANG SOUTH",-36.8528001,144.28617001,none,1,none,$420 per week,Unit/apmt,June 2021,3551
0,"81 MANNIX LANE, MANDURANG SOUTH",-36.8528001,144.28617001,none,1,none,$390 per week,Unit/apmt,June 2021,3551
0,"81 MANNIX LANE, MANDURANG SOUTH",-36.8528001,144.28617001,none,1,none,$390,Unit/apmt,June 2021,3551
0,"75 QUEEN STREET, MANDURANG SOUTH",-36.8513596002,144.274289002,3,1,6,$440 per week,House,November 2020,3551
0,"75 QUEEN STREET, MANDURANG SOUTH",-36.8513596002,144.274289002,3,1,6,$440 per week,House,November 2020,3551
0,"1 HAYES ROAD, MANDURANG SOUTH",-36.846272,144.272271,3,1,3,$295 Week,none,May 2015,3551
0,"1 HAYES ROAD, MANDURANG SOUTH",-36.846272,144.272271,3,1,3,$295 Week,none,May 2015,3551
0,"176 MANDURANG SOUTH ROAD, MANDURANG SOUTH",-36.8599190,144.2816940,3,1,1,$310 pw,none,December 2013,3551
0,"176 MANDURANG SOUTH ROAD, MANDURANG SOUTH",-36.8599190,144.2816940,3,1,1,$310 pw,none,December 2013,3551
0,"69 ROONEY ROAD, MANDURANG SOUTH",-36.8632590,144.2699320,3,2,none,$230 per week,none,March 2009,3551
0,"69 ROONEY ROAD, MANDURANG SOUTH",-36.8632590,144.2699320,3,2,none,$230 per week,none,March 2009,3551
0,"438 NANKERVIS ROAD, MANDURANG",-36.8455650,144.2819770,5,3,2,$510 per week,House,September 2020,3551
0,"438 NANKERVIS ROAD, MANDURANG",-36.8455650,144.2819770,5,3,2,$510 per week,House,September 2020,3551
0,"438 NANKERVIS ROAD, MANDURANG",-36.8455650,144.2819770,5,3,2,$500 per week,House,July 2018,3551
0,"438 NANKERVIS ROAD, MANDURANG",-36.8455650,144.2819770,5,3,2,$500 per week,House,September 2017,3551
0,"438 NANKERVIS ROAD, MANDURANG",-36.8455650,144.2819770,5,3,2,$500,House,January 2017,3551
0,"80 FADERSONS LANE, MANDURANG",-36.8217362,144.3159893,4,2,2,$450 per week,none,November 2019,3551
0,"80 FADERSONS LANE, MANDURANG",-36.8217362,144.3159893,4,2,2,$450 per week,none,November 2019,3551
0,"80 FADERSONS LANE, MANDURANG",-36.8217362,144.3159893,4,2,2,$450 per week,none,March 2018,3551
0,"233 MANDURANG ROAD, MANDURANG",-36.819375,144.297353,3,1,2,$380 Weekly,House,October 2019,3551
0,"233 MANDURANG ROAD, MANDURANG",-36.819375,144.297353,3,1,2,$380 Weekly,House,October 2019,3551
0,"233 MANDURANG ROAD, MANDURANG",-36.819375,144.297353,3,1,2,$380,House,October 2019,3551
0,"111 JAMES COOK DRIVE, MANDURANG",-36.823096,144.330057,3,1,4,$300,House,August 2019,3551
0,"111 JAMES COOK DRIVE, MANDURANG",-36.823096,144.330057,3,1,4,$300,House,August 2019,3551
0,"111 JAMES COOK DRIVE, MANDURANG",-36.823096,144.330057,3,1,4,$270 per week,House,December 2015,3551
0,"69 NANKERVIS ROAD, MANDURANG",-36.820454,144.305912,3,1,2,$450 per week,House,April 2019,3551
0,"69 NANKERVIS ROAD, MANDURANG",-36.820454,144.305912,3,1,2,$450 per week,House,April 2019,3551
